Proteins,"Genes of polypeptide, complex, or RNA",Common-Name,Locations
G185E-5220-MONOMER,G185E-5220,probable medium chain fatty-acid-CoA ligase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7017-MONOMER,G185E-7017,PPE family protein PPE43,CCI-PM-BAC-ACT-GP
G185E-5603-MONOMER,G185E-5603,probable excinuclease ABC (subunit C-nuclease),CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4198-MONOMER,G185E-4198,putative transcriptional regulator,CCI-PM-BAC-ACT-GP
G185E-5973-MONOMER,G185E-5973,probable cytochrome P450 144,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-7396-MONOMER,G185E-7396,two component sensor histidine kinase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7764-MONOMER,G185E-7764,probable esterase/lipase,CCI-EXTRACELLULAR-GP // CCI-CYTOSOL-GP
G185E-6351-MONOMER,G185E-6351,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-4451-MONOMER,G185E-4451,possible cytochrome P450 135A1,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-8147-MONOMER,G185E-8147,ESX-1 transcriptional regulatory protein,CCI-CW-BAC-ACT-GP // CCI-BAC-NUCLEOID-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-4825-MONOMER,G185E-4825,30S ribosomal protein S12,CCI-CYTOSOL-GP // CCI-RIBOSOME-GP
G185E-5202-MONOMER,G185E-5202,probable is like-2 transposase,
G185E-7001-MONOMER,G185E-7001,Ribonuclease J,CCI-CYTOSOL-GP
G185E-5587-MONOMER,G185E-5587,probable transcriptional regulatory protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4182-MONOMER,G185E-4182,possible transcriptional regulatory protein (possibly TetR-family),CCI-CYTOSOL-GP
G185E-5957-MONOMER,G185E-5957,unknown protein,CCI-PM-BAC-ACT-GP
G185E-7379-MONOMER,G185E-7379,probable transposase,CCI-CYTOSOL-GP
G185E-7748-MONOMER,G185E-7748,conserved hypothetical protein,
G185E-6334-MONOMER,G185E-6334,conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-8129-MONOMER,G185E-8129,transcriptional regulatory protein (probably AraC-family),CCI-CYTOSOL-GP
G185E-4809-MONOMER,G185E-4809,possible membrane protein,
G185E-5186-MONOMER,G185E-5186,probable transcriptional regulatory protein,CCI-CYTOSOL-GP
G185E-6985-MONOMER,G185E-6985,recA protein (recombinase A) [contains: endonuclease PI-MTUI (MTU,CCI-CYTOSOL-GP
G185E-5571-MONOMER,G185E-5571,putative integration host factor,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4166-MONOMER,G185E-4166,conserved protein,
G185E-5941-MONOMER,G185E-5941,anchored-membrane serine/threonine-protein kinase,CCI-PERI-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7363-MONOMER,G185E-7363,conserved protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-7732-MONOMER,G185E-7732,probable tRNA pseudouridine synthase a,CCI-CW-BAC-ACT-GP
G185E-6318-MONOMER,G185E-6318,pup deamidase/depupylase,CCI-CYTOSOL-GP
G185E-8113-MONOMER,G185E-8113,possible phosphotransferase,CCI-CYTOSOL-GP
G185E-4793-MONOMER,G185E-4793,possible sugar kinase,CCI-CYTOSOL-GP
G185E-5172-MONOMER,G185E-5172,probable peptidyl-tRNA hydrolase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6969-MONOMER,G185E-6969,possible conserved transmembrane alanine and glycine rich protein,CCI-EXTRACELLULAR-GP // CCO-MEMBRANE
G185E-5554-MONOMER,G185E-5554,Alpha-pyrone synthesis polyketide synthase-like Pks18,CCI-PM-BAC-ACT-GP
G185E-4150-MONOMER,G185E-4150,conserved protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-7346-MONOMER,G185E-7346,probable acetyl-hydrolase/esterase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7716-MONOMER,G185E-7716,conserved hypothetical alanine and proline rich protein,CCI-EXTRACELLULAR-GP
G185E-6299-MONOMER,G185E-6299,sec-independent protein translocase transmembrane protein,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-8097-MONOMER,G185E-8097,acyl-CoA synthetase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4776-MONOMER,G185E-4776,50S ribosomal protein L33,CCI-CYTOSOL-GP // CCI-RIBOSOME-GP
G185E-5156-MONOMER,G185E-5156,protein lysine acetyltransferase Pat,CCI-CYTOSOL-GP
G185E-6953-MONOMER,G185E-6953,conserved hypothetical protein,
G185E-5537-MONOMER,G185E-5537,conserved hypothetical protein,CCI-PM-BAC-ACT-GP
G185E-4133-MONOMER,G185E-4133,"conserved protein with FHA domain,",CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7330-MONOMER,G185E-7330,phosphoglucomutase,CCI-CYTOSOL-GP
G185E-5909-MONOMER,G185E-5909,conserved hypothetical protein,
G185E-7700-MONOMER,G185E-7700,alanine racemase,CCI-CYTOSOL-GP
G185E-6283-MONOMER,G185E-6283,conserved hypothetical protein,
G185E-8081-MONOMER,G185E-8081,hypothetical protein,CCI-CYTOSOL-GP
G185E-6664-MONOMER,G185E-6664,hypothetical protein,CCO-MEMBRANE
G185E-4758-MONOMER,G185E-4758,probable galactokinase,CCI-CYTOSOL-GP
G185E-5139-MONOMER,G185E-5139,two component sensor kinase,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-6937-MONOMER,G185E-6937,conserved alanine and valine and glycine rich protein,CCI-CYTOSOL-GP
G185E-5520-MONOMER,G185E-5520,dITP/XTP pyrophosphatase,CCI-CYTOSOL-GP
G185E-4115-MONOMER,G185E-4115,conserved hypothetical protein,
G185E-7313-MONOMER,G185E-7313,probable,
G185E-5893-MONOMER,G185E-5893,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-7684-MONOMER,G185E-7684,possible antitoxin,CCI-CYTOSOL-GP
G185E-6267-MONOMER,G185E-6267,antitoxin,
G185E-8062-MONOMER,G185E-8062,probable remnant of a transposase,
G185E-6647-MONOMER,G185E-6647,DegV domain-containing protein Rv2417c,CCI-PM-BAC-ACT-GP
G185E-4741-MONOMER,G185E-4741,possible transposase (fragment),
G185E-5123-MONOMER,G185E-5123,copper-sensitive operon repressor,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6921-MONOMER,G185E-6921,,CCI-PM-BAC-ACT-GP
G185E-5504-MONOMER,G185E-5504,PE-PGRS family protein PE_PGRS24,CCI-EXTRACELLULAR-GP
G185E-7296-MONOMER,G185E-7296,conserved protein,CCI-PM-BAC-ACT-GP
G185E-5876-MONOMER,G185E-5876,probable conserved integral membrane protein ABC transporter,CCI-PM-BAC-ACT-GP
G185E-7668-MONOMER,G185E-7668,cyclopropane-fatty-acyl-phospholipid synthase 1,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6250-MONOMER,G185E-6250,conserved hypothetical protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-8046-MONOMER,G185E-8046,conserved protein,
G185E-6631-MONOMER,G185E-6631,possible conserved membrane protein,CCI-PM-BAC-ACT-GP
G185E-4725-MONOMER,G185E-4725,mce-family related protein,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-5107-MONOMER,G185E-5107,succinyl-CoA ligase [ADP-forming] &alpha; subunit,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6905-MONOMER,G185E-6905,probable PhiRv2 prophage protein,
G185E-5484-MONOMER,G185E-5484,probable ATP synthase beta chain,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-7276-MONOMER,G185E-7276,PPE family protein PPE46,CCI-PM-BAC-ACT-GP
G185E-5860-MONOMER,G185E-5860,conserved hypothetical protein,
G185E-7652-MONOMER,G185E-7652,Phosphatase Rv3376,CCI-CYTOSOL-GP
G185E-6234-MONOMER,G185E-6234,heat shock protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-8029-MONOMER,G185E-8029,PPE family protein PPE67,CCI-PM-BAC-ACT-GP
G185E-6614-MONOMER,G185E-6614,probable oxygen-independent coproporphyrinogen III oxidase,CCI-CYTOSOL-GP
G185E-4709-MONOMER,G185E-4709,possible oxidoreductase,CCI-PM-BAC-ACT-GP
G185E-5090-MONOMER,G185E-5090,"putative phosphate ABC transporter, membrane subunit PstC1",CCI-PM-BAC-ACT-GP
G185E-6885-MONOMER,G185E-6885,cadmium inducible protein,
G185E-5468-MONOMER,G185E-5468,probable homoserine dehydrogenase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7260-MONOMER,G185E-7260,probable acetolactate synthase (small subunit),CCI-CYTOSOL-GP // CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-5844-MONOMER,G185E-5844,probable acetylglutamate kinase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4440-MONOMER,G185E-4440,possible glycerophosphoryl diester phosphodiesterase,CCI-CYTOSOL-GP
G185E-7636-MONOMER,G185E-7636,conserved hypothetical protein,
G185E-6217-MONOMER,G185E-6217,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-8013-MONOMER,G185E-8013,probable cutinase precursor [first part],
G185E-6598-MONOMER,G185E-6598,Ribosomal RNA small subunit methyltransferase E,CCI-CYTOSOL-GP
G185E-4692-MONOMER,G185E-4692,possible conserved secreted protein,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-5072-MONOMER,G185E-5072,conserved protein,
G185E-6869-MONOMER,G185E-6869,probable conserved transmembrane alanine and leucine rich protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-5451-MONOMER,G185E-5451,probable dehydrogenase FAD flavoprotein GMC oxidoreductase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7242-MONOMER,G185E-7242,probable 3-isopropylmalate dehydratase (small subunit),CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5828-MONOMER,G185E-5828,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-4424-MONOMER,G185E-4424,possible toxin,CCI-CYTOSOL-GP
G185E-7620-MONOMER,G185E-7620,PE-PGRS family protein PE_PGRS49,
G185E-6200-MONOMER,G185E-6200,conserved protein,
G185E-7995-MONOMER,G185E-7995,aspartate-semialdehyde dehydrogenase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6582-MONOMER,G185E-6582,PPE family protein PPE40,
G185E-4676-MONOMER,G185E-4676,conserved protein,
G185E-5056-MONOMER,G185E-5056,two component sensor histidine kinase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-6853-MONOMER,G185E-6853,alpha-mannosyltransferase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5434-MONOMER,G185E-5434,probable amidase,CCI-CYTOSOL-GP
G185E-7226-MONOMER,G185E-7226,probable oxidoreductase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5811-MONOMER,G185E-5811,cytochrome <i>bd</i>-type menaquinol oxidase (subunit I),CCI-PM-BAC-ACT-GP
G185E-4408-MONOMER,G185E-4408,PE family protein PE5,CCI-EXTRACELLULAR-GP // CCO-ENVELOPE
G185E-7604-MONOMER,G185E-7604,probable alternative RNA polymerase sigma factor (fragment),
G185E-6184-MONOMER,G185E-6184,probable cutinase precursor,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7979-MONOMER,G185E-7979,possible conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-6565-MONOMER,G185E-6565,PE-PGRS family protein PE_PGRS39,
G185E-4660-MONOMER,G185E-4660,probable conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-5040-MONOMER,G185E-5040,probable NADPH:adrenodoxin oxidoreductase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6837-MONOMER,G185E-6837,possible antitoxin,
G185E-5418-MONOMER,G185E-5418,antitoxin,CCI-CYTOSOL-GP
G185E-7210-MONOMER,G185E-7210,[&alpha;-L-fucopyranosyl-(1&rarr;3)-&alpha;-L-rhamnopyranosyl-(1&rarr;3)-2-<i>O</i>-methyl-&alpha;-L-rhamnopyranosyl] dimycocerosyl phenol-phthiocerol 2'''-<i>O</i>-methyltransferase,
G185E-5795-MONOMER,G185E-5795,probable ionic transporter integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-4391-MONOMER,G185E-4391,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-7587-MONOMER,G185E-7587,secreted protein antigen,CCI-PILUS-GP
G185E-6168-MONOMER,G185E-6168,mce-family protein Mce3D,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7962-MONOMER,G185E-7962,conserved hypothetical protein,
G185E-6549-MONOMER,G185E-6549,conserved hypothetical protein,CCI-PM-BAC-ACT-GP
G185E-4644-MONOMER,G185E-4644,probable delta-aminolevulinic acid dehydratase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5024-MONOMER,G185E-5024,possible conserved integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-6821-MONOMER,G185E-6821,possible haloalkane dehalogenase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-5402-MONOMER,G185E-5402,probable membrane protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-7191-MONOMER,G185E-7191,"ABC family efflux transporter, membrane subunit DrrC",CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-5776-MONOMER,G185E-5776,partial REP13E12 repeat protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4372-MONOMER,G185E-4372,conserved protein,CCI-CYTOSOL-GP
G185E-7568-MONOMER,G185E-7568,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-6149-MONOMER,G185E-6149,possible antitoxin,
G185E-7941-MONOMER,G185E-7941,conserved hypothetical protein,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6529-MONOMER,G185E-6529,hypothetical protein,
G185E-4625-MONOMER,G185E-4625,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-5005-MONOMER,G185E-5005,probable short-chain type dehydrogenase/reductase,CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-6800-MONOMER,G185E-6800,probable proline and glycine rich transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-5382-MONOMER,G185E-5382,&alpha;-maltose-1-phosphate synthase,CCI-CYTOSOL-GP
G185E-7175-MONOMER,G185E-7175,probable acylphosphatase,
G185E-5760-MONOMER,G185E-5760,conserved hypothetical protein,
G185E-4355-MONOMER,G185E-4355,probable conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-7552-MONOMER,G185E-7552,probable conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-6133-MONOMER,G185E-6133,possible monooxygenase,CCI-CYTOSOL-GP
G185E-7924-MONOMER,G185E-7924,possible DNA polymerase,CCI-CYTOSOL-GP
G185E-6513-MONOMER,G185E-6513,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-4608-MONOMER,G185E-4608,possible amidohydrolase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4989-MONOMER,G185E-4989,possible lipoprotein,CCI-EXTRACELLULAR-GP // CCO-MEMBRANE
G185E-6784-MONOMER,G185E-6784,possible antitoxin,
G185E-5365-MONOMER,G185E-5365,PPE family protein PPE18,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP // CCI-PM-BAC-ACT-GP
G185E-7158-MONOMER,G185E-7158,probable tRNA (guanine-N1)-methyltransferase,CCI-CYTOSOL-GP
G185E-5744-MONOMER,G185E-5744,possible regulatory protein,CCI-CYTOSOL-GP
G185E-4339-MONOMER,G185E-4339,probable conserved transmembrane protein,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7536-MONOMER,G185E-7536,dehydro coenzyme F<sub>420</sub>-0 reductase/coenzyme F<sub>420</sub>:L-glutamate ligase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6117-MONOMER,G185E-6117,probable membrane protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7907-MONOMER,G185E-7907,inorganic pyrophosphatase,CCI-EXTRACELLULAR-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6497-MONOMER,G185E-6497,probable transposase,
G185E-4592-MONOMER,G185E-4592,probable transcriptional regulatory protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4968-MONOMER,G185E-4968,,CCI-CYTOSOL-GP
G185E-6768-MONOMER,G185E-6768,possible toxin VapC39. Contains PIN domain.,CCI-EXTRACELLULAR-GP
G185E-5349-MONOMER,G185E-5349,mycolipanoate synthase,CCI-PM-BAC-ACT-GP
G185E-7142-MONOMER,G185E-7142,30S ribosomal protein S2,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-RIBOSOME-GP // CCI-PM-BAC-ACT-GP
G185E-5728-MONOMER,G185E-5728,conserved hypothetical protein member of yabO/yceC/yfiI family,CCI-CYTOSOL-GP
G185E-4323-MONOMER,G185E-4323,possible exported protein,CCI-PERI-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7520-MONOMER,G185E-7520,two component sensory transduction transcriptional regulatory protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6101-MONOMER,G185E-6101,conserved hypothetical protein,
G185E-7891-MONOMER,G185E-7891,conserved hypothetical protein,
G185E-6481-MONOMER,G185E-6481,conserved hypothetical proline rich protein,CCI-EXTRACELLULAR-GP
G185E-4576-MONOMER,G185E-4576,probable conserved membrane protein,CCI-PM-BAC-ACT-GP
G185E-4952-MONOMER,G185E-4952,phosphoribosylformylglycinamidine synthase II,CCI-CYTOSOL-GP
G185E-6751-MONOMER,G185E-6751,conserved hypothetical protein,
G185E-5332-MONOMER,G185E-5332,predicted nitrate reductase molybdenum cofactor assembly chaperone NarJ,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7126-MONOMER,G185E-7126,possible integral membrane C-type cytochrome biogenesis protein,CCI-PM-BAC-ACT-GP
G185E-5712-MONOMER,G185E-5712,probable glycosyltransferase,CCI-CYTOSOL-GP
G185E-4307-MONOMER,G185E-4307,probable conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-7504-MONOMER,G185E-7504,stearoyl-CoA 9-desaturase electron-transfer subunit,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6084-MONOMER,G185E-6084,conserved hypothetical protein,
G185E-7874-MONOMER,G185E-7874,probable ATP-dependent protease ATP-binding subunit,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6465-MONOMER,G185E-6465,putative glycerol-3-phosphate dehydrogenase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4560-MONOMER,G185E-4560,putative conserved ATPase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-4936-MONOMER,G185E-4936,conserved protein,CCI-CYTOSOL-GP
G185E-6734-MONOMER,G185E-6734,probable citrate (pro-3S)-lyase (beta subunit),CCI-CYTOSOL-GP
G185E-5314-MONOMER,G185E-5314,conserved protein,CCI-CYTOSOL-GP
G185E-7110-MONOMER,G185E-7110,possible amidotransferase,CCI-CYTOSOL-GP
G185E-5696-MONOMER,G185E-5696,conserved hypothetical protein,
G185E-4291-MONOMER,G185E-4291,possible Mce-family lipoprotein,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7488-MONOMER,G185E-7488,probable conserved integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-6068-MONOMER,G185E-6068,conserved hypothetical protein,
G185E-7858-MONOMER,G185E-7858,cysteinyl-tRNA synthetase 1,CCI-CYTOSOL-GP
G185E-6447-MONOMER,G185E-6447,phosphotyrosine protein phosphatase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-4544-MONOMER,G185E-4544,possible lipoprotein peptidase,CCO-MEMBRANE
G185E-4920-MONOMER,G185E-4920,probable phosphoribosylamine--glycine ligase,CCI-CYTOSOL-GP
G185E-6717-MONOMER,G185E-6717,probable glycerol-3-phosphate acyltransferase,CCI-PM-BAC-ACT-GP
G185E-5298-MONOMER,G185E-5298,conserved membrane protein,CCI-PM-BAC-ACT-GP
G185E-7094-MONOMER,G185E-7094,probable conserved transmembrane alanine rich protein,CCI-PM-BAC-ACT-GP
G185E-5680-MONOMER,G185E-5680,possible toxin,
G185E-4275-MONOMER,G185E-4275,conserved protein,
G185E-7471-MONOMER,G185E-7471,probable ATP-dependent DNA helicase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-6052-MONOMER,G185E-6052,probable molybdate-binding lipoprotein,CCI-PERI-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-7842-MONOMER,G185E-7842,possible aspartate aminotransferase,CCI-CW-BAC-ACT-GP
G185E-6430-MONOMER,G185E-6430,probable conserved membrane protein,CCI-PM-BAC-ACT-GP
G185E-4528-MONOMER,G185E-4528,probable conserved membrane protein,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-8221-MONOMER,G185E-8221,ribonuclease P protein component,CCI-CYTOSOL-GP
G185E-4902-MONOMER,G185E-4902,putative transposase (fragment),
G185E-6701-MONOMER,G185E-6701,probable aminopeptidase N,CCI-CYTOSOL-GP
G185E-5282-MONOMER,G185E-5282,conserved hypothetical protein (fragment),
G185E-7078-MONOMER,G185E-7078,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-5664-MONOMER,G185E-5664,conserved protein,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4259-MONOMER,G185E-4259,conserved hypothetical protein,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7454-MONOMER,G185E-7454,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-6036-MONOMER,G185E-6036,conserved hypothetical membrane protein,CCI-PM-BAC-ACT-GP
G185E-7826-MONOMER,G185E-7826,probable short-chain type dehydrogenase/reductase,CCI-CYTOSOL-GP
G185E-6414-MONOMER,G185E-6414,Protein Rv2204c,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4512-MONOMER,G185E-4512,PPE family protein PPE9,
G185E-8205-MONOMER,G185E-8205,probable poly(A) polymerase,CCI-CYTOSOL-GP
G185E-4886-MONOMER,G185E-4886,probable transposase (fragment),
G185E-6683-MONOMER,G185E-6683,hypothetical proline and serine rich protein,CCI-CYTOSOL-GP
G185E-5266-MONOMER,G185E-5266,conserved membrane protein,CCI-PM-BAC-ACT-GP
G185E-7062-MONOMER,G185E-7062,probable transposase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5648-MONOMER,G185E-5648,possible nitrogen fixation related protein,CCI-CYTOSOL-GP
G185E-4243-MONOMER,G185E-4243,trehalose synthase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7438-MONOMER,G185E-7438,probable transcriptional regulatory protein (probably TetR/AcrR-family),CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6020-MONOMER,G185E-6020,conserved protein,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7810-MONOMER,G185E-7810,PPE family protein PPE62,CCI-PM-BAC-ACT-GP
G185E-6397-MONOMER,G185E-6397,long-chain-fatty-acid-CoA ligase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4496-MONOMER,G185E-4496,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-8189-MONOMER,G185E-8189,possible ESAT-6 like protein,CCI-EXTRACELLULAR-GP
G185E-4870-MONOMER,G185E-4870,conserved hypothetical protein,CCI-CW-BAC-ACT-GP
G185E-6667-MONOMER,G185E-6667,ribokinase,CCI-CYTOSOL-GP
G185E-5249-MONOMER,G185E-5249,PE-PGRS family protein PE_PGRS21,CCI-EXTRACELLULAR-GP
G185E-7046-MONOMER,G185E-7046,conserved hypothetical protein,
G185E-5632-MONOMER,G185E-5632,transketolase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-4227-MONOMER,G185E-4227,probable conserved integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-7422-MONOMER,G185E-7422,NADH:menaquinone oxidoreductase I chain M,CCI-PM-BAC-ACT-GP
G185E-6004-MONOMER,G185E-6004,PPE family protein PPE33,CCI-PM-BAC-ACT-GP
G185E-7794-MONOMER,G185E-7794,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-6380-MONOMER,G185E-6380,probable conserved lipoprotein,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP // CCO-MEMBRANE
G185E-4480-MONOMER,G185E-4480,conserved protein,
G185E-8173-MONOMER,G185E-8173,6 kDa early secretory antigenic target,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-4854-MONOMER,G185E-4854,30S ribosomal protein S17,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-RIBOSOME-GP
G185E-5233-MONOMER,G185E-5233,steroid enoyl-CoA hydratase,CCI-CYTOSOL-GP
G185E-7030-MONOMER,G185E-7030,possible alanine rich oxidoreductase,
G185E-5616-MONOMER,G185E-5616,possible conserved exported protein,CCI-EXTRACELLULAR-GP
G185E-4211-MONOMER,G185E-4211,conserved hypothetical protein,
G185E-5988-MONOMER,G185E-5988,putative ESAT-6 like protein,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7409-MONOMER,G185E-7409,PPE family protein PPE52,CCI-PM-BAC-ACT-GP
G185E-7777-MONOMER,G185E-7777,conserved integral membrane protein YrbE4B. Possible ABC transporter.,CCI-PM-BAC-ACT-GP
G185E-6364-MONOMER,G185E-6364,,CCI-PM-BAC-ACT-GP
G185E-4464-MONOMER,G185E-4464,conserved protein,CCI-EXTRACELLULAR-GP
G185E-8157-MONOMER,G185E-8157,probable ferredoxin-dependent glutamate synthase [NADPH] (large subunit),CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4838-MONOMER,G185E-4838,pre-mycofactocin synthase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
