Proteins,Common-Name,"Genes of polypeptide, complex, or RNA",Locations
G12WB-2911-MONOMER,exosporium protein,G12WB-2911,CCI-CW-BAC-POS-GP
G12WB-938-MONOMER,oxidative stress glutamate synthase,G12WB-938,
G12WB-3245-MONOMER,glycerate kinase,G12WB-3245,
G12WB-1520-MONOMER,glycerol kinase,G12WB-1520,CCI-CYTOSOL-GP
G12WB-3421-MONOMER,peptidase,G12WB-3421,
G12WB-1874-MONOMER,ATP-binding protein,G12WB-1874,
G12WB-2224-MONOMER,xanthine dehydrogenase molybdenum binding subunit XdhA,G12WB-2224,
G12WB-3761-MONOMER,hypothetical protein,G12WB-3761,CCI-PM-BAC-POS-GP
G12WB-576-MONOMER,beta-lactamase-like hydrolase,G12WB-576,
G12WB-256-MONOMER,UGMP family protein,G12WB-256,CCI-CYTOSOL-GP
G12WB-1276-MONOMER,cell shape-determining protein MreC,G12WB-1276,CCI-PM-BAC-POS-GP
G12WB-2897-MONOMER,aspartate--tRNA ligase,G12WB-2897,CCI-CYTOSOL-GP
G12WB-923-MONOMER,"PTS, enzyme IIB component",G12WB-923,
G12WB-3230-MONOMER,"putative xyloside-specific PTS, enzyme IID component",G12WB-3230,CCI-PM-BAC-POS-GP
OCTANOYL-ACP,octanoyl-ACP,,
G12WB-1506-MONOMER,hypothetical protein,G12WB-1506,
G12WB-3407-MONOMER,proline reductase PrdD,G12WB-3407,
G12WB-1858-MONOMER,molybdenum cofactor sulfurase,G12WB-1858,
G12WB-221-MONOMER,ferredoxin/flavodoxin oxidoreductase subunit beta,G12WB-221,
G12WB-3747-MONOMER,hypothetical protein,G12WB-3747,
G12WB-560-MONOMER,"putative Na<sup>+</sup>:H<sup>+</sup> antiporter,",G12WB-560,CCI-PM-BAC-POS-GP
G12WB-2545-MONOMER,DNA polymerase III subunit epsilon,G12WB-2545,
G12WB-1261-MONOMER,solute-binding lipoprotein,G12WB-1261,CCI-PM-BAC-POS-GP
G12WB-2882-MONOMER,monogalactosyldiacylglycerol synthase,G12WB-2882,CCI-PM-BAC-POS-GP
G12WB-909-MONOMER,membrane protein,G12WB-909,CCI-PM-BAC-POS-GP
G12WB-3216-MONOMER,"ABC transporter, membrane protein",G12WB-3216,CCI-PM-BAC-POS-GP
G12WB-1491-MONOMER,CBS domain-containing protein,G12WB-1491,
G12WB-3392-MONOMER,dihydrodipicolinate synthase 3,G12WB-3392,CCI-CYTOSOL-GP
G12WB-1842-MONOMER,riboflavin biosynthesis bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase /5-amino-6-(5-phosphoribosylamino)uracil reductase,G12WB-1842,
G12WB-2196-MONOMER,hypothetical protein,G12WB-2196,
G12WB-373-MONOMER,flagellar basal body rod protein FlgG,G12WB-373,CCO-CELL-PROJECTION
G12WB-544-MONOMER,hypothetical protein,G12WB-544,
G12WB-2530-MONOMER,indolepyruvate oxidoreductase subunit IorB,G12WB-2530,
G12WB-1246-MONOMER,lipoprotein,G12WB-1246,
G12WB-2865-MONOMER,hypothetical protein,G12WB-2865,
G12WB-895-MONOMER,N-acetylmuramoyl-L-alanine amidase,G12WB-895,
G12WB-3201-MONOMER,ATPase,G12WB-3201,
G12WB-1477-MONOMER,ribonuclease,G12WB-1477,
G12WB-3378-MONOMER,hypothetical protein,G12WB-3378,
G12WB-1826-MONOMER,radical SAM superfamily protein,G12WB-1826,
G12WB-2181-MONOMER,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase,G12WB-2181,CCI-CYTOSOL-GP
G12WB-3715-MONOMER,"phosphonate-specific ABC transporter, ATP-binding protein",G12WB-3715,
G12WB-528-MONOMER,cell surface protein,G12WB-528,CCI-PM-BAC-POS-GP
G12WB-2516-MONOMER,hypothetical protein,G12WB-2516,
G12WB-1231-MONOMER,antirestriction protein,G12WB-1231,
G12WB-2850-MONOMER,peptidase,G12WB-2850,
G12WB-88-MONOMER,acetoin dehydrogenase E1 component subunit alpha,G12WB-88,
G12WB-3187-MONOMER,"ferredoxin, iron-sulfur domain-containing protein",G12WB-3187,
G12WB-1462-MONOMER,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,G12WB-1462,CCI-PM-BAC-POS-GP
G12WB-1810-MONOMER,membrane protein,G12WB-1810,CCI-PM-BAC-POS-GP
G12WB-2167-MONOMER,"putative transporter, major facilitator superfamily",G12WB-2167,CCI-PM-BAC-POS-GP
G12WB-3700-MONOMER,hypothetical protein,G12WB-3700,CCI-PM-BAC-POS-GP
G12WB-512-MONOMER,tRNA (Uracil-5-)-methyltransferase,G12WB-512,
G12WB-2500-MONOMER,glycine reductase complex component C subunit alpha,G12WB-2500,
G12WB-1217-MONOMER,RNA polymerase sigma factor,G12WB-1217,
G12WB-2836-MONOMER,flavodoxin-related protein,G12WB-2836,
G12WB-864-MONOMER,"amino acid family ABC transporter, ATP-binding subunit",G12WB-864,
G12WB-3172-MONOMER,"L,D-transpeptidase",G12WB-3172,
G12WB-1448-MONOMER,tRNA pseudouridine synthase B,G12WB-1448,
G12WB-1794-MONOMER,putative Na<sup>+</sup>:H<sup>+</sup> antiporter,G12WB-1794,CCI-PM-BAC-POS-GP
G12WB-2152-MONOMER,rRNA adenine N-6-methyltransferase,G12WB-2152,
G12WB-3686-MONOMER,twitching motility protein PilT,G12WB-3686,
G12WB-2487-MONOMER,inosine 5-monophosphate dehydrogenase,G12WB-2487,
G12WB-1202-MONOMER,LysR family transcriptional regulator,G12WB-1202,
G12WB-2821-MONOMER,"putative oligopeptide ABC transporter, ATP-binding subunit",G12WB-2821,
G12WB-5-MONOMER,DNA gyrase subunit B,G12WB-5,CCI-CYTOSOL-GP
G12WB-849-MONOMER,hypothetical protein,G12WB-849,
G12WB-3158-MONOMER,hypothetical protein,G12WB-3158,
G12WB-1433-MONOMER,MarR family transcriptional regulator,G12WB-1433,
G12WB-1778-MONOMER,tellurite associated resistance protein,G12WB-1778,
G12WB-2138-MONOMER,hypothetical protein,G12WB-2138,CCI-PM-BAC-POS-GP
G12WB-3671-MONOMER,stage II sporulation protein,G12WB-3671,CCI-PM-BAC-POS-GP
G12WB-2472-MONOMER,ribose-5-phosphate isomerase B,G12WB-2472,
G12WB-1188-MONOMER,hypothetical protein,G12WB-1188,
G12WB-2806-MONOMER,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,G12WB-2806,CCI-CYTOSOL-GP
G12WB-484-MONOMER,conjugative transposon protein,G12WB-484,
G12WB-834-MONOMER,bifunctional carbon monoxide dehydrogenase/acetyl-CoA synthase dihydrolipoyl dehydrogenase subunit,G12WB-834,
G12WB-3143-MONOMER,CRISPR-associated Cas3 family helicase,G12WB-3143,CCI-CYTOSOL-GP
G12WB-1418-MONOMER,membrane protein,G12WB-1418,CCI-PM-BAC-POS-GP
G12WB-1762-MONOMER,oxidoreductase,G12WB-1762,
G12WB-2123-MONOMER,hypothetical protein,G12WB-2123,
G12WB-3657-MONOMER,dCMP deaminase,G12WB-3657,
G12WB-2458-MONOMER,pilin protein,G12WB-2458,CCI-PM-BAC-POS-GP
G12WB-1173-MONOMER,oligonucleotide binding protein,G12WB-1173,
G12WB-2791-MONOMER,NrdR family transcriptional regulator,G12WB-2791,
G12WB-468-MONOMER,two-component response regulator,G12WB-468,
G12WB-82-MONOMER,membrane protein,G12WB-82,CCI-PM-BAC-POS-GP
G12WB-3129-MONOMER,tRNA-binding protein,G12WB-3129,
G12WB-1403-MONOMER,two-component response regulator,G12WB-1403,
G12WB-1746-MONOMER,"multidrug family ABC transporter, ATP-binding protein",G12WB-1746,
G12WB-2107-MONOMER,putative transporter,G12WB-2107,CCI-PM-BAC-POS-GP
G12WB-3642-MONOMER,antitoxin endoAI,G12WB-3642,
G12WB-2442-MONOMER,two-component response regulator,G12WB-2442,
G12WB-1159-MONOMER,ATP-dependent helicase/nuclease subunit B,G12WB-1159,
G12WB-2777-MONOMER,hypothetical protein,G12WB-2777,
G12WB-4558-MONOMER,Conserved hypothetical protein,G12WB-4558,
G12WB-805-MONOMER,metalloendopeptidase,G12WB-805,
G12WB-3114-MONOMER,HTH-type transcriptional regulator,G12WB-3114,
G12WB-434-MONOMER,"putative cobalt-specific ECF transporter, auxillary component CbiN",G12WB-434,CCI-PM-BAC-POS-GP
G12WB-1389-MONOMER,16S rRNA-processing protein RimM,G12WB-1389,CCI-CYTOSOL-GP // CCI-RIBOSOME-GP
G12WB-76-MONOMER,activator of protein kinase McsB,G12WB-76,
G12WB-1730-MONOMER,K<sup>+</sup>-transporting P-type ATPase subunit B,G12WB-1730,CCI-PM-BAC-POS-GP
G12WB-3068-MONOMER,lipoprotein,G12WB-3068,
G12WB-2092-MONOMER,membrane protein,G12WB-2092,CCI-PM-BAC-POS-GP
G12WB-1680-MONOMER,hypothetical protein,G12WB-1680,
G12WB-3628-MONOMER,phosphosugar isomerase,G12WB-3628,
G12WB-3579-MONOMER,iron-only hydrogenase electron-transferring subunit HymA-like protein,G12WB-3579,
G12WB-2428-MONOMER,DNA topoisomerase III,G12WB-2428,
G12WB-2043-MONOMER,cell wall hydrolase,G12WB-2043,
G12WB-1140-MONOMER,"putative polyamine ABC transporter, membrane subunit",G12WB-1140,CCI-PM-BAC-POS-GP
G12WB-2382-MONOMER,radical SAM protein,G12WB-2382,
G12WB-2762-MONOMER,MTA/SAH nucleosidase,G12WB-2762,
G12WB-1095-MONOMER,beta-lactams repressor,G12WB-1095,
G12WB-4483-MONOMER,Conserved hypothetical protein,G12WB-4483,
G12WB-2716-MONOMER,phosphatase,G12WB-2716,
G12WB-791-MONOMER,putative solute:Na<sup>+</sup> symporter,G12WB-791,CCI-PM-BAC-POS-GP
G12WB-428-MONOMER,two-component sensor histidine kinase,G12WB-428,CCI-PM-BAC-POS-GP
G12WB-310-MONOMER,"fructose-mannitol family PTS, enzyme IIC component",G12WB-310,CCI-PM-BAC-POS-GP
G12WB-745-MONOMER,radical SAM superfamily protein,G12WB-745,
G12WB-1374-MONOMER,hypothetical protein,G12WB-1374,
G12WB-3053-MONOMER,hypothetical protein,G12WB-3053,
G12WB-1714-MONOMER,phosphoglucomutase,G12WB-1714,
G12WB-1664-MONOMER,dihydroorotase,G12WB-1664,
G12WB-2076-MONOMER,hypothetical protein,G12WB-2076,
G12WB-3564-MONOMER,conjugative transposon protein,G12WB-3564,
G12WB-3613-MONOMER,cobalamin biosynthesis phosphoglycerate mutase CobC,G12WB-3613,
G12WB-2027-MONOMER,hypothetical protein,G12WB-2027,
G12WB-2413-MONOMER,hypothetical protein,G12WB-2413,
G12WB-2367-MONOMER,MarR family transcriptional regulator,G12WB-2367,
G12WB-1126-MONOMER,glucosamine-6-phosphate deaminase,G12WB-1126,
G12WB-1080-MONOMER,baseplate assembly protein,G12WB-1080,
G12WB-2748-MONOMER,low specificity L-threonine aldolase,G12WB-2748,
G12WB-415-MONOMER,HAD superfamily hydrolase,G12WB-415,
G12WB-4402-MONOMER,Putative phage protein,G12WB-4402,
G12WB-730-MONOMER,hypothetical protein,G12WB-730,
G12WB-777-MONOMER,"multidrug family ABC transporter, membrane protein",G12WB-777,CCI-PM-BAC-POS-GP
G12WB-2704-MONOMER,"sugar family ABC transporter, membrane protein",G12WB-2704,CCI-PM-BAC-POS-GP
G12WB-3085-MONOMER,hypothetical protein,G12WB-3085,
G12WB-3039-MONOMER,hypothetical protein,G12WB-3039,
G12WB-1359-MONOMER,U32 family peptidase,G12WB-1359,
G12WB-1648-MONOMER,hypothetical protein,G12WB-1648,
G12WB-1699-MONOMER,hypothetical protein,G12WB-1699,
G12WB-355-MONOMER,flagellar protein FliJ,G12WB-355,CCI-PM-BAC-POS-GP // CCO-CELL-PROJECTION
G12WB-2059-MONOMER,ethanolamine carboxysome structural protein EutL,G12WB-2059,
G12WB-2011-MONOMER,DNA recombination protein,G12WB-2011,
G12WB-3599-MONOMER,sirohydrochlorin cobaltochelatase,G12WB-3599,
G12WB-2352-MONOMER,ferredoxin/flavodoxin oxidoreductase subunit beta,G12WB-2352,
G12WB-24-MONOMER,hypothetical protein,G12WB-24,
G12WB-1066-MONOMER,hypothetical protein,G12WB-1066,
G12WB-1111-MONOMER,hypothetical protein,G12WB-1111,
G12WB-4-MONOMER,DNA replication and repair protein RecF,G12WB-4,CCI-CYTOSOL-GP
G12WB-2733-MONOMER,3-oxoacyl-ACP reductase,G12WB-2733,
G12WB-716-MONOMER,hypothetical protein,G12WB-716,
G12WB-435-MONOMER,"putative cobalt-specific ECF transporter, T component CbiQ",G12WB-435,CCI-PM-BAC-POS-GP
G12WB-269-MONOMER,membrane protein,G12WB-269,CCI-PM-BAC-POS-GP
G12WB-762-MONOMER,"multidrug family ABC transporter, ATP-binding protein",G12WB-762,
G12WB-3024-MONOMER,hydrolase,G12WB-3024,
G12WB-3070-MONOMER,hypothetical protein,G12WB-3070,
G12WB-3359-MONOMER,hypothetical protein,G12WB-3359,
G12WB-1633-MONOMER,hypothetical protein,G12WB-1633,
G12WB-3535-MONOMER,hypothetical protein,G12WB-3535,
G12WB-1996-MONOMER,conjugative transposon protein,G12WB-1996,CCI-PM-BAC-POS-GP
G12WB-2338-MONOMER,alpha/beta hydrolase,G12WB-2338,
G12WB-1051-MONOMER,hypothetical protein,G12WB-1051,
G12WB-388-MONOMER,PTS operon transcription antiterminator,G12WB-388,CCI-PM-BAC-POS-GP
G12WB-700-MONOMER,hypothetical protein,G12WB-700,
G12WB-2675-MONOMER,conjugative transposon antibiotic resistance protein,G12WB-2675,CCI-PM-BAC-POS-GP
G12WB-301-MONOMER,GMP synthase,G12WB-301,
G12WB-3344-MONOMER,D-hydantoinase,G12WB-3344,CCI-CYTOSOL-GP
G12WB-1619-MONOMER,"sulfonate family ABC transporter, membrane subunit",G12WB-1619,CCI-PM-BAC-POS-GP
G12WB-3520-MONOMER,ATP-dependent Clp protease proteolytic subunit 2,G12WB-3520,CCI-CYTOSOL-GP
G12WB-1980-MONOMER,chorismate synthase,G12WB-1980,
G12WB-2323-MONOMER,HTH-type transcriptional regulator,G12WB-2323,
G12WB-1037-MONOMER,DNA modification methylase,G12WB-1037,
G12WB-3864-MONOMER,sporulation initiation inhibitor,G12WB-3864,
G12WB-685-MONOMER,threonine--tRNA ligase,G12WB-685,CCI-CYTOSOL-GP
G12WB-2660-MONOMER,"putative transporter, major facilitator superfamily",G12WB-2660,CCI-PM-BAC-POS-GP
G12WB-2996-MONOMER,peptidase,G12WB-2996,
G12WB-333-MONOMER,flagellar biosynthesis protein,G12WB-333,
G12WB-1604-MONOMER,"ABC transporter, membrane protein",G12WB-1604,CCI-PM-BAC-POS-GP
G12WB-3506-MONOMER,membrane protein,G12WB-3506,CCI-PM-BAC-POS-GP
G12WB-1963-MONOMER,membrane protein,G12WB-1963,CCI-PM-BAC-POS-GP
G12WB-2309-MONOMER,glutamyl-aminopeptidase,G12WB-2309,
G12WB-1022-MONOMER,hypothetical protein,G12WB-1022,
G12WB-385-MONOMER,hypothetical protein,G12WB-385,
G12WB-669-MONOMER,uridine kinase,G12WB-669,
G12WB-2645-MONOMER,peptidase,G12WB-2645,
G12WB-2981-MONOMER,hypothetical protein,G12WB-2981,CCI-PM-BAC-POS-GP
G12WB-3315-MONOMER,transcriptional regulator,G12WB-3315,
G12WB-1590-MONOMER,phospho-2-dehydro-3-deoxyheptonate aldolase,G12WB-1590,
G12WB-3491-MONOMER,hypothetical protein,G12WB-3491,
G12WB-1947-MONOMER,tellurium resistance protein,G12WB-1947,
G12WB-2294-MONOMER,ribosome recycling factor,G12WB-2294,CCI-CYTOSOL-GP
G12WB-1008-MONOMER,"putative glycine betaine/carnitine/choline ABC transporter, ATP-binding protein",G12WB-1008,CCI-PM-BAC-POS-GP
G12WB-3831-MONOMER,hypothetical protein,G12WB-3831,
G12WB-653-MONOMER,methyl-accepting chemotaxix methyltransferase,G12WB-653,
G12WB-2630-MONOMER,membrane protein,G12WB-2630,CCI-PM-BAC-POS-GP
G12WB-1347-MONOMER,hypothetical protein,G12WB-1347,CCI-PM-BAC-POS-GP
G12WB-2967-MONOMER,crossover junction endodeoxyribonuclease RuvC,G12WB-2967,
G12WB-994-MONOMER,alpha-amylase,G12WB-994,
G12WB-3300-MONOMER,putative &beta;-glucoside-specific PTS enzyme II,G12WB-3300,CCI-PM-BAC-POS-GP
G12WB-1576-MONOMER,"putative transporter, LrgA family",G12WB-1576,CCI-PM-BAC-POS-GP
G12WB-3477-MONOMER,D-isomer specific 2-hydroxyacid dehydrogenase,G12WB-3477,
G12WB-1931-MONOMER,tRNA pseudouridine synthase A,G12WB-1931,
G12WB-228-MONOMER,stage II sporulation protein D,G12WB-228,
G12WB-3817-MONOMER,PTS operon transcription antiterminator,G12WB-3817,
G12WB-637-MONOMER,transcriptional regulator,G12WB-637,
G12WB-2616-MONOMER,chaperone DnaK,G12WB-2616,
G12WB-1332-MONOMER,N utilization substance protein B,G12WB-1332,
G12WB-2952-MONOMER,S-layer protein,G12WB-2952,
G12WB-98-MONOMER,lipoate-protein ligase,G12WB-98,
G12WB-3286-MONOMER,Fe-S binding domain-containing protein,G12WB-3286,
G12WB-1561-MONOMER,MerR family transcriptional regulator,G12WB-1561,
G12WB-3462-MONOMER,type II secretion system protein,G12WB-3462,CCI-PM-BAC-POS-GP
G12WB-1917-MONOMER,methylated-DNA-[protein]-cysteine S-methyltransferase 2,G12WB-1917,
G12WB-2265-MONOMER,hypothetical protein,G12WB-2265,
G12WB-3802-MONOMER,putative Na<sup>+</sup>:H<sup>+</sup> antiporter,G12WB-3802,CCI-PM-BAC-POS-GP
G12WB-620-MONOMER,HTH-type transcriptional regulator,G12WB-620,
G12WB-2600-MONOMER,30S ribosomal protein S21,G12WB-2600,CCI-RIBOSOME-GP
G12WB-1318-MONOMER,hypothetical protein,G12WB-1318,
G12WB-2938-MONOMER,mannose-1-phosphate guanylyltransferase,G12WB-2938,
G12WB-964-MONOMER,"putative oligopeptide ABC transporter, membrane subunit",G12WB-964,CCI-PM-BAC-POS-GP
G12WB-3271-MONOMER,pentose-5-phosphate 3-epimerase,G12WB-3271,
G12WB-1547-MONOMER,competence damage-inducible protein A,G12WB-1547,
G12WB-3448-MONOMER,pyrroline-5-carboxylate reductase,G12WB-3448,CCI-CYTOSOL-GP
G12WB-1902-MONOMER,peptide deformylase 1,G12WB-1902,
G12WB-2250-MONOMER,hypothetical protein,G12WB-2250,
G12WB-3788-MONOMER,D-alanyl-D-alanine carboxypeptidase,G12WB-3788,
G12WB-604-MONOMER,"putative ribitol-specific PTS, enzyme IIB component",G12WB-604,CCI-CYTOSOL-GP
G12WB-2586-MONOMER,hypothetical protein,G12WB-2586,CCI-PM-BAC-POS-GP
G12WB-1303-MONOMER,FAD-linked oxidase,G12WB-1303,
G12WB-2923-MONOMER,HAD superfamily hydrolase,G12WB-2923,
G12WB-95-MONOMER,"galactitol family PTS, enzyme IIC component",G12WB-95,CCI-PM-BAC-POS-GP
G12WB-3257-MONOMER,6-phospho-beta-glucosidase,G12WB-3257,
G12WB-1532-MONOMER,membrane protein,G12WB-1532,CCI-PM-BAC-POS-GP
G12WB-3433-MONOMER,two-component sensor histidine kinase,G12WB-3433,CCI-PM-BAC-POS-GP
G12WB-1887-MONOMER,hypothetical protein,G12WB-1887,
G12WB-2236-MONOMER,peptidase,G12WB-2236,
G12WB-3773-MONOMER,two-component sensor histidine kinase,G12WB-3773,
G12WB-589-MONOMER,hypothetical protein,G12WB-589,
G12WB-2571-MONOMER,hypothetical protein,G12WB-2571,
G12WB-1289-MONOMER,hypothetical protein,G12WB-1289,
G12WB-2909-MONOMER,accessory gene regulator,G12WB-2909,CCI-PM-BAC-POS-GP
G12WB-935-MONOMER,rubrerythrin,G12WB-935,
G12WB-3242-MONOMER,"putative &beta;-glycoside-specific PTS, enzyme IIC component",G12WB-3242,CCI-PM-BAC-POS-GP
G12WB-1518-MONOMER,"putative transporter, major facilitator superfamily",G12WB-1518,CCI-PM-BAC-POS-GP
G12WB-3419-MONOMER,hypothetical protein,G12WB-3419,
G12WB-1871-MONOMER,hypothetical protein,G12WB-1871,
G12WB-2221-MONOMER,hypothetical protein,G12WB-2221,
G12WB-3759-MONOMER,hypothetical protein,G12WB-3759,
G12WB-573-MONOMER,two-component sensor histidine kinase,G12WB-573,CCI-PM-BAC-POS-GP
G12WB-2557-MONOMER,lipoprotein,G12WB-2557,CCI-PM-BAC-POS-GP
G12WB-1273-MONOMER,Maf-like protein,G12WB-1273,CCI-CYTOSOL-GP
G12WB-2894-MONOMER,LysR family transcriptional regulator,G12WB-2894,
G12WB-920-MONOMER,flavodoxin/nitric oxide synthase,G12WB-920,
G12WB-3228-MONOMER,"putative xyloside-specific PTS, enzyme IIA component",G12WB-3228,CCI-PM-BAC-POS-GP
G12WB-1503-MONOMER,tail protein,G12WB-1503,
G12WB-3404-MONOMER,proline racemase,G12WB-3404,
G12WB-1855-MONOMER,molybdenum cofactor biosynthesis protein MoaB,G12WB-1855,
G12WB-2207-MONOMER,hypothetical protein,G12WB-2207,CCI-PM-BAC-POS-GP
G12WB-3744-MONOMER,bifunctional biotin operon repressor/biotin--[acetyl-CoA-carboxylase] synthetase,G12WB-3744,
G12WB-557-MONOMER,D-ornithine aminomutase E component,G12WB-557,
G12WB-2542-MONOMER,membrane protein,G12WB-2542,CCI-PM-BAC-POS-GP
G12WB-1259-MONOMER,dephospho-CoA kinase,G12WB-1259,CCI-CYTOSOL-GP
G12WB-288-MONOMER,cell wall hydrolase,G12WB-288,
G12WB-906-MONOMER,DNA-binding regulatory protein,G12WB-906,CCI-CYTOSOL-GP
G12WB-3213-MONOMER,anhydro-N-acetylmuramic acid kinase,G12WB-3213,
G12WB-1489-MONOMER,hypothetical protein,G12WB-1489,CCI-PM-BAC-POS-GP
G12WB-339-MONOMER,flagellar protein FliS2,G12WB-339,CCI-CYTOSOL-GP
G12WB-1839-MONOMER,"6,7-dimethyl-8-ribityllumazine synthase",G12WB-1839,
G12WB-2193-MONOMER,membrane protein,G12WB-2193,CCI-PM-BAC-POS-GP
G12WB-3727-MONOMER,rRNA small subunit methyltransferase I,G12WB-3727,CCI-CYTOSOL-GP
G12WB-541-MONOMER,"multidrug family ABC transporter, membrane protein",G12WB-541,CCI-PM-BAC-POS-GP
G12WB-2528-MONOMER,membrane protein,G12WB-2528,CCI-PM-BAC-POS-GP
G12WB-1243-MONOMER,conjugative transposon protein,G12WB-1243,
G12WB-2862-MONOMER,oxidoreductase,G12WB-2862,
G12WB-891-MONOMER,hypothetical protein,G12WB-891,
G12WB-3199-MONOMER,CarD family transcriptional regulator,G12WB-3199,
G12WB-1474-MONOMER,aspartate aminotransferase,G12WB-1474,
G12WB-3375-MONOMER,PadR family transcriptional regulator,G12WB-3375,
G12WB-1823-MONOMER,TetR family transcriptional regulator,G12WB-1823,
G12WB-2179-MONOMER,acetylornithine aminotransferase,G12WB-2179,CCI-CYTOSOL-GP
G12WB-3712-MONOMER,predicted cyclic phosphate dihydrolase,G12WB-3712,
G12WB-525-MONOMER,conjugative transposon protein,G12WB-525,
G12WB-2513-MONOMER,hypothetical protein,G12WB-2513,
G12WB-1229-MONOMER,conjugative transposon protein,G12WB-1229,
G12WB-2848-MONOMER,aspartate--ammonia ligase,G12WB-2848,CCI-CYTOSOL-GP
G12WB-876-MONOMER,"glucitol family PTS, enzyme IIC component",G12WB-876,CCI-PM-BAC-POS-GP
G12WB-3184-MONOMER,hypothetical protein,G12WB-3184,
G12WB-146-MONOMER,50S ribosomal protein L15,G12WB-146,CCI-RIBOSOME-GP
G12WB-1807-MONOMER,membrane glycerophosphoryl diester phosphodiesterase,G12WB-1807,CCI-PM-BAC-POS-GP
G12WB-2164-MONOMER,HTH-type transcriptional regulator,G12WB-2164,
G12WB-3698-MONOMER,pur operon repressor,G12WB-3698,
G12WB-2499-MONOMER,Xaa-Pro dipeptidase,G12WB-2499,
G12WB-1214-MONOMER,integrase,G12WB-1214,
G12WB-2833-MONOMER,hypothetical protein,G12WB-2833,
G12WB-861-MONOMER,UvrD/REP type DNA helicase,G12WB-861,
G12WB-317-MONOMER,hypothetical protein,G12WB-317,
G12WB-1445-MONOMER,translation initiation factor IF-2,G12WB-1445,CCI-CYTOSOL-GP
G12WB-1791-MONOMER,tellurium resistance protein,G12WB-1791,
G12WB-215-MONOMER,hypothetical protein,G12WB-215,CCI-PM-BAC-POS-GP
G12WB-3683-MONOMER,peptidyl-tRNA hydrolase,G12WB-3683,CCI-CYTOSOL-GP
G12WB-2484-MONOMER,"putative mannitol-specific PTS, enzyme IIA component",G12WB-2484,
G12WB-120-MONOMER,DNA-directed RNA polymerase subunit beta,G12WB-120,
G12WB-2819-MONOMER,transcription antiterminator,G12WB-2819,
G12WB-497-MONOMER,asparagine synthetase,G12WB-497,
G12WB-846-MONOMER,hypothetical protein,G12WB-846,
G12WB-3155-MONOMER,"sulfonate family ABC transporter, ATP-binding subunit",G12WB-3155,
G12WB-1430-MONOMER,segregation and condensation protein B,G12WB-1430,CCI-CYTOSOL-GP
G12WB-1775-MONOMER,tellurium resistance protein,G12WB-1775,
G12WB-2135-MONOMER,lipoprotein,G12WB-2135,
G12WB-3669-MONOMER,UTP--glucose-1-phosphate uridylyltransferase,G12WB-3669,
G12WB-247-MONOMER,protein translocase subunit SecA1,G12WB-247,CCI-PM-BAC-POS-GP // CCI-CYTOSOL-GP
G12WB-1185-MONOMER,hypothetical protein,G12WB-1185,CCI-PM-BAC-POS-GP
G12WB-2803-MONOMER,,G12WB-2803,CCI-PM-BAC-POS-GP
G12WB-481-MONOMER,conjugative transposon protein,G12WB-481,CCI-PM-BAC-POS-GP
G12WB-831-MONOMER,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methenyl-tetrahydrofolate cyclohydrolase FolD",G12WB-831,
G12WB-3140-MONOMER,CRISPR-associated endoribonuclease Cas2,G12WB-3140,
G12WB-1415-MONOMER,tRNA-specific 2-thiouridylase MnmA,G12WB-1415,CCI-CYTOSOL-GP
G12WB-1759-MONOMER,"putative transporter, major facilitator superfamily",G12WB-1759,CCI-PM-BAC-POS-GP
G12WB-2120-MONOMER,"ABC transporter, ATP-binding subunit",G12WB-2120,
G12WB-3654-MONOMER,"F<sub>o</sub>F<sub>1</sub> ATP synthase, subunit a",G12WB-3654,CCI-PM-BAC-POS-GP
G12WB-2454-MONOMER,hypothetical protein,G12WB-2454,
G12WB-1170-MONOMER,"multidrug family ABC transporter, membrane protein",G12WB-1170,CCI-PM-BAC-POS-GP
G12WB-2789-MONOMER,two-component response regulator,G12WB-2789,
G12WB-465-MONOMER,RNA polymerase sigma factor,G12WB-465,
G12WB-817-MONOMER,diguanylate kinase signaling protein,G12WB-817,CCI-PM-BAC-POS-GP
G12WB-3126-MONOMER,hypothetical protein,G12WB-3126,
G12WB-1400-MONOMER,"multidrug family ABC transporter, membrane protein",G12WB-1400,CCI-PM-BAC-POS-GP
G12WB-1743-MONOMER,"multidrug family ABC transporter, ATP-binding protein",G12WB-1743,
G12WB-2104-MONOMER,"ABC transporter, membrane protein",G12WB-2104,CCI-PM-BAC-POS-GP
