Proteins	Common-Name	Genes of polypeptide, complex, or RNA	Locations
FY484_RS06020-MONOMER	vancomycin high temperature exclusion protein	FY484_RS06020	CCI-PM-BAC-NEG-GN
FY484_RS13405-MONOMER	putative transporter, C4-dicarboxylate uptake family	FY484_RS13405	CCI-PM-BAC-NEG-GN
FY484_RS15495-MONOMER	type II toxin-antitoxin system, BrnT family toxin	FY484_RS15495	
FY484_RS07985-MONOMER	putative cyclic-guanylate-specific phosphodiesterase AcgA	FY484_RS07985	
FY484_RS01925-MONOMER	elongation factor G	FY484_RS01925	CCI-CYTOSOL-GN
FY484_RS17695-MONOMER	YgjV family protein	FY484_RS17695	CCO-MEMBRANE
FY484_RS11385-MONOMER	aminoacyl-histidine dipeptidase	FY484_RS11385	CCI-CYTOSOL-GN
FY484_RS03975-MONOMER	ribosome biogenesis GTPase Der	FY484_RS03975	
FY484_RS13325-MONOMER	met regulon transcriptional regulator MetJ	FY484_RS13325	CCI-CYTOSOL-GN
FY484_RS15385-MONOMER	type II toxin-antitoxin system, N-acetyltransferase-type toxin	FY484_RS15385	
FY484_RS07900-MONOMER	DMT family protein	FY484_RS07900	CCO-MEMBRANE
FY484_RS01845-MONOMER	DNA mismatch repair endonuclease MutL	FY484_RS01845	
FY484_RS17605-MONOMER	molybdate ABC transporter substrate-binding protein	FY484_RS17605	CCI-PERI-BAC-GN
FY484_RS19575-MONOMER	hypothetical protein	FY484_RS19575	
FY484_RS11305-MONOMER	bifunctional uridylyltransferase/uridylyl-removing protein GlnD	FY484_RS11305	
FY484_RS03895-MONOMER	Fe-S cluster assembly transcriptional regulator IscR	FY484_RS03895	CCI-CYTOSOL-GN
FY484_RS13240-MONOMER	co-chaperone GroES-1	FY484_RS13240	CCI-CYTOSOL-GN
FY484_RS05875-MONOMER	CheY-family response regulator	FY484_RS05875	CCI-CYTOSOL-GN
FY484_RS15285-MONOMER	hypothetical protein	FY484_RS15285	
FY484_RS07820-MONOMER	N-acetylneuraminate anomerase NanQ	FY484_RS07820	CCI-CYTOSOL-GN
FY484_RS01725-MONOMER	DNA-directed RNA polymerase subunit beta'	FY484_RS01725	
FY484_RS17525-MONOMER	putative histidine kinase TorS	FY484_RS17525	CCI-PM-BAC-NEG-GN
FY484_RS09785-MONOMER	septum site-determining protein MinD	FY484_RS09785	CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN
FY484_RS19470-MONOMER	hypothetical protein	FY484_RS19470	
FY484_RS11225-MONOMER	ribonuclease HII	FY484_RS11225	CCI-CYTOSOL-GN
FY484_RS03810-MONOMER	phosphate ABC transporter ATP-binding protein	FY484_RS03810	CCI-PM-BAC-NEG-GN
FY484_RS13160-MONOMER	acetylornithine deacetylase	FY484_RS13160	CCI-CYTOSOL-GN
FY484_RS05795-MONOMER	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	FY484_RS05795	CCI-CYTOSOL-GN
FY484_RS15165-MONOMER	type VI secretion system, effector protein TseH	FY484_RS15165	
FY484_RS07740-MONOMER	CPXCG motif-containing cysteine-rich protein	FY484_RS07740	
FY484_RS01595-MONOMER	4-hydroxy-3-polyprenylbenzoate decarboxylase	FY484_RS01595	CCI-CYTOSOL-GN // CCI-PM-BAC-NEG-GN
FY484_RS17445-MONOMER	acetyl-CoA C-acetyltransferase	FY484_RS17445	
FY484_RS09690-MONOMER	putative transporter	FY484_RS09690	CCI-PM-BAC-NEG-GN
FY484_RS19375-MONOMER	phosphoethanolamine transferase	FY484_RS19375	CCI-PM-BAC-NEG-GN
FY484_RS11145-MONOMER	class II glutamine amidotransferase	FY484_RS11145	
FY484_RS03705-MONOMER	outer membrane protein assembly factor BamD	FY484_RS03705	CCI-OUTER-MEM-GN
FY484_RS13080-MONOMER	3-dehydroquinate synthase	FY484_RS13080	CCI-CYTOSOL-GN
FY484_RS05715-MONOMER	DUF2878 domain-containing protein	FY484_RS05715	CCO-MEMBRANE
FY484_RS15080-MONOMER	methyl-accepting chemotaxis protein	FY484_RS15080	CCI-PM-BAC-NEG-GN
FY484_RS07655-MONOMER	sigma-54 dependent transcriptional regulator	FY484_RS07655	
FY484_RS01510-MONOMER	DNA-binding transcriptional regulator Fis	FY484_RS01510	
FY484_RS17355-MONOMER	DNA-binding transcriptional repressor FruI	FY484_RS17355	
FY484_RS09600-MONOMER	Lon protease monomer	FY484_RS09600	CCI-CYTOSOL-GN
FY484_RS19295-MONOMER	cluster III/F7 chemosensory system, response regulator	FY484_RS19295	
FY484_RS11060-MONOMER	iron(III) vibriobactin esterase	FY484_RS11060	CCI-CYTOSOL-GN
FY484_RS03625-MONOMER	N-acetylmuramic acid 6-phosphate etherase 2	FY484_RS03625	
FY484_RS13000-MONOMER	YheU family protein	FY484_RS13000	
FY484_RS05630-MONOMER	tRNA dihydrouridine(16) synthase DusC	FY484_RS05630	
FY484_RS14995-MONOMER	L-ascorbate 6-phosphate lactonase	FY484_RS14995	
FY484_RS07575-MONOMER	DUF4442 domain-containing protein	FY484_RS07575	
FY484_RS01420-MONOMER	DNA-binding protein HU-alpha	FY484_RS01420	CCI-CYTOSOL-GN
FY484_RS17270-MONOMER	DUF3069 domain-containing protein	FY484_RS17270	
FY484_RS09520-MONOMER	DNA translocase FtsK	FY484_RS09520	CCI-PM-BAC-NEG-GN
FY484_RS19215-MONOMER	Lrp/AsnC family transcriptional regulator	FY484_RS19215	CCI-CYTOSOL-GN
FY484_RS10980-MONOMER	flagellar basal body L-ring protein FlgH	FY484_RS10980	CCI-OUTER-MEM-GN // CCO-CELL-PROJECTION
FY484_RS03545-MONOMER	putative transporter	FY484_RS03545	CCI-PM-BAC-NEG-GN
FY484_RS12915-MONOMER	50S ribosomal protein L4	FY484_RS12915	CCI-CYTOSOL-GN // CCI-RIBOSOME-GN
FY484_RS05550-MONOMER	histidine kinase	FY484_RS05550	CCO-MEMBRANE
FY484_RS14915-MONOMER	DNA-binding transcriptional regulator IurV	FY484_RS14915	
FY484_RS07495-MONOMER	bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL	FY484_RS07495	CCI-CYTOSOL-GN
FY484_RS01315-MONOMER	(2<i>R</i>)-2-hydroxy-4-oxobutanoate 4-reductase	FY484_RS01315	CCI-CYTOSOL-GN
FY484_RS17185-MONOMER	antibiotic biosynthesis monooxygenase	FY484_RS17185	CCI-CYTOSOL-GN
FY484_RS09440-MONOMER	transcription-repair coupling factor	FY484_RS09440	CCI-CYTOSOL-GN
FY484_RS19135-MONOMER	hypothetical protein	FY484_RS19135	
FY484_RS10820-MONOMER	SirB1 family protein	FY484_RS10820	
FY484_RS03465-MONOMER	N-acetyltransferase	FY484_RS03465	
FY484_RS12835-MONOMER	30S ribosomal protein S5	FY484_RS12835	CCI-RIBOSOME-GN
FY484_RS05465-MONOMER	cyclin-dependent kinase inhibitor 3 family protein	FY484_RS05465	CCI-CYTOSOL-GN
FY484_RS14830-MONOMER	hypothetical protein	FY484_RS14830	
FY484_RS07400-MONOMER	helix-turn-helix domain-containing protein	FY484_RS07400	
FY484_RS01230-MONOMER	lipid IV<small><sub>A</sub></small> 3-deoxy-<small>D</small>-<em>manno</em>-octulosonic acid transferase	FY484_RS01230	CCI-PM-BAC-NEG-GN
FY484_RS17100-MONOMER	molybdopterin-synthase adenylyltransferase MoeB	FY484_RS17100	CCI-CYTOSOL-GN
FY484_RS09360-MONOMER	pyruvate formate lyase 1-activating protein	FY484_RS09360	CCI-CYTOSOL-GN
FY484_RS19050-MONOMER	ABC transporter substrate-binding protein	FY484_RS19050	
FY484_RS10740-MONOMER	outer membrane protein assembly factor BamC	FY484_RS10740	CCI-OUTER-MEM-GN
FY484_RS03370-MONOMER	phosphoglucosamine mutase	FY484_RS03370	CCI-CYTOSOL-GN
FY484_RS12755-MONOMER	Crp/Fnr family transcriptional regulator	FY484_RS12755	CCI-CYTOSOL-GN
FY484_RS05380-MONOMER	DNA polymerase III subunit gamma/tau	FY484_RS05380	
FY484_RS14735-MONOMER	putative Na<sup>+</sup>:H<sup>+</sup> antiporter, NhaC family	FY484_RS14735	CCI-PM-BAC-NEG-GN
FY484_RS07310-MONOMER	replication initiation factor domain-containing protein	FY484_RS07310	
FY484_RS01150-MONOMER	methyl-accepting chemotaxis protein	FY484_RS01150	CCI-PM-BAC-NEG-GN
FY484_RS17020-MONOMER	phosphonate utilization transcriptional regulator PhnR	FY484_RS17020	
FY484_RS09275-MONOMER	DUF2057 family protein	FY484_RS09275	
FY484_RS18970-MONOMER	hypothetical protein	FY484_RS18970	
FY484_RS10660-MONOMER	sigma-54 dependent transcriptional regulator FlrA	FY484_RS10660	
FY484_RS03285-MONOMER	DNA-binding hybrid sensor kinase	FY484_RS03285	CCI-PM-BAC-NEG-GN
FY484_RS12675-MONOMER	gamma-glutamylcyclotransferase	FY484_RS12675	CCI-CYTOSOL-GN
FY484_RS05285-MONOMER	iron-sulfur cluster carrier protein ApbC	FY484_RS05285	CCI-CYTOSOL-GN
FY484_RS14655-MONOMER	methyl-accepting chemotaxis protein	FY484_RS14655	CCO-MEMBRANE
FY484_RS07225-MONOMER	putative metal-specific P-type ATPase	FY484_RS07225	CCI-PM-BAC-NEG-GN
FY484_RS01065-MONOMER	TonB-dependent ferrichrome receptor	FY484_RS01065	CCI-OUTER-MEM-GN
FY484_RS16940-MONOMER	RNA-binding S4 domain-containing protein	FY484_RS16940	
FY484_RS09195-MONOMER	Tol-Pal system protein TolA	FY484_RS09195	CCO-MEMBRANE
FY484_RS18890-MONOMER	hypothetical protein	FY484_RS18890	CCO-MEMBRANE
FY484_RS10580-MONOMER	flagellar biosynthesis protein FliQ	FY484_RS10580	CCI-PM-BAC-NEG-GN // CCO-CELL-PROJECTION
FY484_RS03200-MONOMER	YacL family protein	FY484_RS03200	
FY484_RS12590-MONOMER	lipopolysaccharide transport system, ATP-binding protein LptB	FY484_RS12590	CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN
FY484_RS05185-MONOMER	electron transport complex subunit RsxB	FY484_RS05185	CCI-PM-BAC-NEG-GN
FY484_RS14575-MONOMER	hypothetical protein	FY484_RS14575	
FY484_RS07145-MONOMER	putative transporter, alanine/glycine:cation symporter family	FY484_RS07145	CCI-PM-BAC-NEG-GN
FY484_RS00980-MONOMER	VSP-I; hypothetical protein	FY484_RS00980	
FY484_RS16855-MONOMER	sensor histidine kinase	FY484_RS16855	CCI-PM-BAC-NEG-GN
FY484_RS09115-MONOMER	aldehyde dehydrogenase	FY484_RS09115	
FY484_RS18805-MONOMER	methyl-accepting chemotaxis protein	FY484_RS18805	CCO-MEMBRANE
FY484_RS10495-MONOMER	LysR family transcriptional regulator	FY484_RS10495	CCI-CYTOSOL-GN
FY484_RS03120-MONOMER	&beta; carbonic anhydrase monomer	FY484_RS03120	
FY484_RS12505-MONOMER	aspartate carbamoyltransferase	FY484_RS12505	CCI-CYTOSOL-GN
FY484_RS05105-MONOMER	tRNA pseudouridine(38-40) synthase TruA	FY484_RS05105	
FY484_RS14490-MONOMER	DUF3316 domain-containing protein	FY484_RS14490	
FY484_RS07060-MONOMER	cluster I/F9 chemosensory system, chemoreceptor DosM	FY484_RS07060	
FY484_RS00870-MONOMER	cytochrome c5 family protein	FY484_RS00870	
FY484_RS16765-MONOMER	TerC/Alx family metal homeostasis membrane protein	FY484_RS16765	CCO-MEMBRANE
FY484_RS09025-MONOMER	hypothetical protein	FY484_RS09025	
FY484_RS18720-MONOMER	sensor domain-containing diguanylate cyclase	FY484_RS18720	CCO-MEMBRANE
FY484_RS10410-MONOMER	ADP-forming succinate--CoA ligase subunit beta	FY484_RS10410	CCI-CYTOSOL-GN
FY484_RS03030-MONOMER	DegQ family serine endoprotease	FY484_RS03030	CCI-PERI-BAC-GN
FY484_RS12380-MONOMER	3-isopropylmalate dehydrogenase	FY484_RS12380	CCI-CYTOSOL-GN
FY484_RS05025-MONOMER	phosphodiesterase	FY484_RS05025	
FY484_RS14400-MONOMER	type VI secretion system membrane subunit TssM	FY484_RS14400	CCO-MEMBRANE
FY484_RS06980-MONOMER	molecular chaperone	FY484_RS06980	CCI-CYTOSOL-GN
FY484_RS00760-MONOMER	RNA polymerase sigma factor RpoH	FY484_RS00760	CCI-CYTOSOL-GN
FY484_RS16685-MONOMER	putative K<sup>+</sup> uptake transporter	FY484_RS16685	CCI-PM-BAC-NEG-GN
FY484_RS08935-MONOMER	N-acetylglucosamine-6-phosphate deacetylase	FY484_RS08935	
FY484_RS18635-MONOMER	hypothetical protein	FY484_RS18635	
FY484_RS10330-MONOMER	flagellar biosynthesis protein FlhG	FY484_RS10330	CCI-CYTOSOL-GN // CCI-PM-BAC-NEG-GN
FY484_RS02950-MONOMER	oxaloacetate decarboxylase Na<sup>+</sup> pump-1, &gamma; subunit	FY484_RS02950	CCI-PM-BAC-NEG-GN
FY484_RS12295-MONOMER	DUF1107 domain-containing protein	FY484_RS12295	
FY484_RS04930-MONOMER	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	FY484_RS04930	
FY484_RS14320-MONOMER	RluA family pseudouridine synthase	FY484_RS14320	
FY484_RS06890-MONOMER	7-cyano-7-deazaguanine synthase QueC	FY484_RS06890	
FY484_RS00665-MONOMER	DTW domain-containing protein	FY484_RS00665	
FY484_RS16600-MONOMER	anaerobic ribonucleoside-triphosphate reductase	FY484_RS16600	CCI-CYTOSOL-GN
FY484_RS08850-MONOMER	DUF262 domain-containing protein	FY484_RS08850	
FY484_RS18550-MONOMER	hybrid-cluster NAD(P)-dependent oxidoreductase	FY484_RS18550	
FY484_RS10250-MONOMER	thiol:disulfide oxidoreductase CcmG	FY484_RS10250	CCI-PERI-BAC-GN // CCI-PM-BAC-NEG-GN
FY484_RS02825-MONOMER	tRNA pseudouridine(13) synthase TruD	FY484_RS02825	CCI-CYTOSOL-GN
FY484_RS12210-MONOMER	hypothetical protein	FY484_RS12210	
FY484_RS04850-MONOMER	DUF493 family protein YbeD	FY484_RS04850	CCI-CYTOSOL-GN
FY484_RS14230-MONOMER	putative transporter, major facilitator superfamily	FY484_RS14230	CCO-MEMBRANE
FY484_RS06805-MONOMER	maleylacetoacetate isomerase	FY484_RS06805	CCI-CYTOSOL-GN
FY484_RS00575-MONOMER	class I SAM-dependent methyltransferase	FY484_RS00575	
FY484_RS16495-MONOMER	hypothetical protein	FY484_RS16495	CCO-MEMBRANE
FY484_RS08765-MONOMER	hypothetical protein	FY484_RS08765	
FY484_RS18470-MONOMER	methyl-accepting chemotaxis protein	FY484_RS18470	CCO-MEMBRANE
FY484_RS10160-MONOMER	uncharacterized protein	FY484_RS10160	CCI-PM-BAC-NEG-GN
FY484_RS02735-MONOMER	VSP-II; methyl-accepting chemotaxis protein	FY484_RS02735	CCI-PM-BAC-NEG-GN
FY484_RS12130-MONOMER	methyl-accepting chemotaxis protein	FY484_RS12130	CCO-MEMBRANE
FY484_RS04770-MONOMER	rugosity and biofilm modulator A	FY484_RS04770	
FY484_RS14140-MONOMER	DUF1566 domain-containing protein	FY484_RS14140	
FY484_RS06725-MONOMER	DUF1460 domain-containing protein	FY484_RS06725	
FY484_RS00480-MONOMER	putative efflux transporter, MATE family	FY484_RS00480	CCI-PM-BAC-NEG-GN
FY484_RS16400-MONOMER	type II toxin-antitoxin system, Doc-family toxin	FY484_RS16400	
FY484_RS08675-MONOMER	alpha/beta hydrolase	FY484_RS08675	
FY484_RS18390-MONOMER	VOC family protein	FY484_RS18390	
FY484_RS10065-MONOMER	peptidoglycan lytic transglycosylase MltG	FY484_RS10065	CCI-PM-BAC-NEG-GN
FY484_RS02635-MONOMER	VSP-II; inovirus Gp2 family protein	FY484_RS02635	
FY484_RS12050-MONOMER	type IVa pilin	FY484_RS12050	CCI-PILUS-GN // CCO-MEMBRANE
FY484_RS04670-MONOMER	trehalose-specific PTS enzyme IIBC component	FY484_RS04670	CCI-PM-BAC-NEG-GN
FY484_RS14055-MONOMER	HlyD family secretion protein	FY484_RS14055	CCO-MEMBRANE
FY484_RS06640-MONOMER	broad specificity amino-acid racemase BsrV	FY484_RS06640	CCI-CYTOSOL-GN // CCI-PERI-BAC-GN
FY484_RS00395-MONOMER	class I SAM-dependent methyltransferase	FY484_RS00395	CCI-CYTOSOL-GN
FY484_RS16275-MONOMER	hypothetical protein	FY484_RS16275	
FY484_RS08590-MONOMER	insulinase family protein	FY484_RS08590	
FY484_RS18295-MONOMER	cytochrome <i>bd</i>-II ubiquinol oxidase accessory subunit	FY484_RS18295	
FY484_RS09985-MONOMER	DUF2860 domain-containing protein	FY484_RS09985	
FY484_RS02550-MONOMER	erythrose-4-phosphate dehydrogenase	FY484_RS02550	CCI-CYTOSOL-GN
FY484_RS11955-MONOMER	phospho-N-acetylmuramoyl-pentapeptide- transferase	FY484_RS11955	CCI-PM-BAC-NEG-GN
FY484_RS04585-MONOMER	flagellar motor protein motA	FY484_RS04585	CCI-PM-BAC-NEG-GN
FY484_RS13975-MONOMER	osmolarity-controlled transcriptional regulator OscR	FY484_RS13975	
FY484_RS06555-MONOMER	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	FY484_RS06555	CCI-CYTOSOL-GN
FY484_RS00280-MONOMER	shikimate dehydrogenase	FY484_RS00280	CCI-CYTOSOL-GN
FY484_RS16165-MONOMER	hypothetical protein	FY484_RS16165	CCO-MEMBRANE
FY484_RS08500-MONOMER	trimethylamine-N-oxide reductase TorA	FY484_RS08500	CCI-PERI-BAC-GN
FY484_RS18205-MONOMER	ABC transporter permease	FY484_RS18205	CCI-PM-BAC-NEG-GN
FY484_RS09895-MONOMER	ribonuclease D	FY484_RS09895	CCI-CYTOSOL-GN
FY484_RS02470-MONOMER	pyrroline-5-carboxylate reductase	FY484_RS02470	CCI-CYTOSOL-GN
FY484_RS11875-MONOMER	hypothetical protein	FY484_RS11875	CCO-MEMBRANE
FY484_RS04505-MONOMER	DUF533 domain-containing protein	FY484_RS04505	
FY484_RS13875-MONOMER	methyl-accepting chemotaxis protein	FY484_RS13875	CCI-PM-BAC-NEG-GN
FY484_RS06470-MONOMER	compatible solute transcriptional regulator CosR	FY484_RS06470	
FY484_RS00200-MONOMER	sporulation protein	FY484_RS00200	
FY484_RS16040-MONOMER	DUF645 family protein	FY484_RS16040	CCO-MEMBRANE
FY484_RS08415-MONOMER	tripartite efflux pump periplasmic adaptor protein	FY484_RS08415	CCO-MEMBRANE
FY484_RS18125-MONOMER	putative transporter, cation diffusion facilitator family	FY484_RS18125	CCI-PM-BAC-NEG-GN
FY484_RS09815-MONOMER	putative transporter, major facilitator superfamily	FY484_RS09815	CCO-MEMBRANE
FY484_RS02345-MONOMER	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA	FY484_RS02345	CCI-CYTOSOL-GN
FY484_RS11790-MONOMER	diguanylate cyclase	FY484_RS11790	CCI-PM-BAC-NEG-GN
FY484_RS04420-MONOMER	nucleotide exchange factor GrpE	FY484_RS04420	CCI-CYTOSOL-GN
FY484_RS13790-MONOMER	ATP synthase F<sub>1</sub> complex subunit &alpha;	FY484_RS13790	CCI-PM-BAC-NEG-GN
FY484_RS06385-MONOMER	hypothetical protein	FY484_RS06385	
FY484_RS00110-MONOMER	TMEM165/GDT1 family protein	FY484_RS00110	CCO-MEMBRANE
FY484_RS15920-MONOMER	GNAT family N-acetyltransferase	FY484_RS15920	
FY484_RS08335-MONOMER	ABC-type efflux pump, ATP-binding protein	FY484_RS08335	
FY484_RS18040-MONOMER	putative mechanosensitive ion channel	FY484_RS18040	CCO-MEMBRANE
FY484_RS02260-MONOMER	DUF2061 domain-containing protein	FY484_RS02260	CCO-MEMBRANE
FY484_RS11710-MONOMER	peroxide stress protein YaaA	FY484_RS11710	CCI-CYTOSOL-GN
FY484_RS04320-MONOMER	toxin-coregulated pilus basal body protein TcpE	FY484_RS04320	CCI-PM-BAC-NEG-GN
FY484_RS06295-MONOMER	corrinoid ABC transporter membrane protein	FY484_RS06295	CCI-PM-BAC-NEG-GN
FY484_RS00020-MONOMER	membrane protein insertase YidC	FY484_RS00020	CCI-PM-BAC-NEG-GN
FY484_RS15805-MONOMER	hypothetical protein	FY484_RS15805	
FY484_RS08245-MONOMER	50S ribosomal protein L25	FY484_RS08245	CCI-RIBOSOME-GN
FY484_RS17950-MONOMER	transcription initiation factor TFIIIB	FY484_RS17950	
FY484_RS02180-MONOMER	mannose-sensitive hemagglutinin, minor pilin MshC	FY484_RS02180	CCI-PILUS-GN // CCO-MEMBRANE
FY484_RS11630-MONOMER	beta-galactosidase	FY484_RS11630	
FY484_RS04230-MONOMER	IS481-like element ISVch1 family transposase	FY484_RS04230	
FY484_RS06205-MONOMER	integration host factor subunit alpha	FY484_RS06205	CCI-CYTOSOL-GN
FY484_RS13575-MONOMER	type II secretion system protein GspC	FY484_RS13575	CCI-PM-BAC-NEG-GN
FY484_RS15690-MONOMER	DUF3265 domain-containing protein	FY484_RS15690	
FY484_RS08160-MONOMER	carboxynorspermidine decarboxylase	FY484_RS08160	CCI-CYTOSOL-GN
FY484_RS17880-MONOMER	ABC transporter permease	FY484_RS17880	CCI-PM-BAC-NEG-GN
FY484_RS02100-MONOMER	excinuclease ABC subunit UvrA	FY484_RS02100	CCI-CYTOSOL-GN
FY484_RS11550-MONOMER	amino-acid N-acetyltransferase	FY484_RS11550	CCI-CYTOSOL-GN
FY484_RS04140-MONOMER	citrate (pro-3S)-lyase subunit beta	FY484_RS04140	
FY484_RS06105-MONOMER	formimidoylglutamase	FY484_RS06105	
FY484_RS13490-MONOMER	hypothetical protein	FY484_RS13490	
FY484_RS15585-MONOMER	VOC family protein	FY484_RS15585	
FY484_RS08075-MONOMER	TolC family protein	FY484_RS08075	CCO-MEMBRANE
MONOMER-15206	<i>Vibrio cholerae holo</i>-VibF protein	FY484_RS11055	
MONOMER-15205	<i>holo</i>-[VibB protein monomer]	FY484_RS04015	
FY484_RS13475-MONOMER	transcriptional regulator OmpR	FY484_RS13475	CCI-CYTOSOL-GN
FY484_RS15565-MONOMER	hypothetical protein	FY484_RS15565	CCO-MEMBRANE
FY484_RS08060-MONOMER	response regulator	FY484_RS08060	CCI-CYTOSOL-GN
FY484_RS17770-MONOMER	arginine ABC transporter membrane protein	FY484_RS17770	CCI-PM-BAC-NEG-GN
FY484_RS01975-MONOMER	alanine racemase	FY484_RS01975	CCI-CYTOSOL-GN
FY484_RS11450-MONOMER	Na<sup>+</sup>-translocating NADH:ubiquinone oxidoreductase subunit C	FY484_RS11450	CCI-PM-BAC-NEG-GN
FY484_RS04045-MONOMER	ferric-catecholate ABC transporter membrane protein	FY484_RS04045	CCI-PM-BAC-NEG-GN
FY484_RS06005-MONOMER	2OG-Fe dioxygenase family protein	FY484_RS06005	
FY484_RS13390-MONOMER	membrane protein FxsA	FY484_RS13390	CCO-MEMBRANE
FY484_RS15465-MONOMER	DUF3709 domain-containing protein	FY484_RS15465	
FY484_RS07970-MONOMER	acetolactate decarboxylase	FY484_RS07970	
FY484_RS01910-MONOMER	sulfurtransferase complex subunit TusB	FY484_RS01910	CCI-CYTOSOL-GN
FY484_RS17675-MONOMER	YceH family protein	FY484_RS17675	
FY484_RS11370-MONOMER	esterase FrsA	FY484_RS11370	
FY484_RS03960-MONOMER	histidine--tRNA ligase	FY484_RS03960	CCI-CYTOSOL-GN
FY484_RS13310-MONOMER	primosomal protein N'	FY484_RS13310	
FY484_RS05940-MONOMER	tryptophan synthase subunit alpha	FY484_RS05940	CCI-CYTOSOL-GN
FY484_RS15360-MONOMER	DUF1289 domain-containing protein	FY484_RS15360	
FY484_RS07885-MONOMER	cytochrome <i>bd</i>-III ubiquinol oxidase subunit I	FY484_RS07885	CCI-PM-BAC-NEG-GN
FY484_RS01830-MONOMER	tRNA epoxyqueuosine(34) reductase QueG	FY484_RS01830	CCI-CYTOSOL-GN
FY484_RS17590-MONOMER	hydroxymethylglutaryl-CoA reductase	FY484_RS17590	
FY484_RS19545-MONOMER	hypothetical protein	FY484_RS19545	
FY484_RS11290-MONOMER	translation elongation factor Ts	FY484_RS11290	CCI-CYTOSOL-GN
FY484_RS03880-MONOMER	Na<sup>+</sup>-dependent protein translocation factor, SecF protein	FY484_RS03880	CCI-PM-BAC-NEG-GN
FY484_RS13225-MONOMER	EF-P beta-lysylation protein EpmB	FY484_RS13225	
FY484_RS05860-MONOMER	HDOD domain-containing protein	FY484_RS05860	
FY484_RS15260-MONOMER	hypothetical protein	FY484_RS15260	
FY484_RS07805-MONOMER	glycerol-3-phosphate ABC transporter ATP-binding protein	FY484_RS07805	CCI-PM-BAC-NEG-GN
FY484_RS01710-MONOMER	50S ribosomal protein L10	FY484_RS01710	CCI-RIBOSOME-GN
FY484_RS17510-MONOMER	ABC transporter substrate-binding protein	FY484_RS17510	
FY484_RS09770-MONOMER	peptidoglycan lytic transglycosylase MltB	FY484_RS09770	
FY484_RS19450-MONOMER	hypothetical protein	FY484_RS19450	
FY484_RS11210-MONOMER	tRNA lysidine(34) synthetase TilS	FY484_RS11210	CCI-CYTOSOL-GN
FY484_RS03795-MONOMER	polyphosphate kinase 1	FY484_RS03795	
FY484_RS13145-MONOMER	argininosuccinate synthase	FY484_RS13145	CCI-CYTOSOL-GN
FY484_RS05780-MONOMER	imidazole glycerol phosphate synthase subunit HisH	FY484_RS05780	CCI-CYTOSOL-GN
FY484_RS15150-MONOMER	IS5-like element ISVch5 family transposase	FY484_RS15150	
FY484_RS07725-MONOMER	lipoprotein NlpC	FY484_RS07725	
FY484_RS01580-MONOMER	thioredoxin TrxA	FY484_RS01580	CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN
FY484_RS17430-MONOMER	hexose-6-phosphate ABC transporter ATP-binding protein	FY484_RS17430	CCI-PM-BAC-NEG-GN
FY484_RS09675-MONOMER	phosphatidate cytidylyltransferase	FY484_RS09675	CCI-PM-BAC-NEG-GN
FY484_RS19360-MONOMER	ABC transporter permease	FY484_RS19360	CCI-PM-BAC-NEG-GN
FY484_RS11130-MONOMER	uracil phosphoribosyltransferase	FY484_RS11130	CCI-CYTOSOL-GN
FY484_RS03690-MONOMER	norspermidine sensor	FY484_RS03690	CCI-PERI-BAC-GN
FY484_RS13065-MONOMER	ribulose-phosphate 3-epimerase	FY484_RS13065	CCI-CYTOSOL-GN
FY484_RS05700-MONOMER	NAD(P)/FAD-dependent oxidoreductase	FY484_RS05700	
FY484_RS15065-MONOMER	hypothetical protein	FY484_RS15065	
FY484_RS07640-MONOMER	formate dehydrogenase accessory sulfurtransferase FdhD	FY484_RS07640	CCI-CYTOSOL-GN
FY484_RS01490-MONOMER	gluconokinase	FY484_RS01490	
FY484_RS17340-MONOMER	sodium:solute symporter	FY484_RS17340	CCO-MEMBRANE
FY484_RS09585-MONOMER	competence protein ComEA	FY484_RS09585	
FY484_RS19280-MONOMER	EAL domain-containing protein	FY484_RS19280	
