Proteins	Genes of polypeptide, complex, or RNA	Common-Name	Locations
HP_RS01060-MONOMER	HP_RS01060	1-deoxy-D-xylulose 5-phosphate reductoisomerase	
HP_RS03070-MONOMER	HP_RS03070	UDP-N-acetylmuramate-L-alanine ligase MurC	CCI-CYTOSOL-GN
HP_RS05120-MONOMER	HP_RS05120	3&prime;,5&prime;-cyclic-nucleotide phosphodiesterase	
HP_RS07095-MONOMER	HP_RS07095	Formyltetrahydrofolate deformylase PurU	
HP_RS00965-MONOMER	HP_RS00965	Nucleoside diphosphate kinase	CCI-CYTOSOL-GN
HP_RS02985-MONOMER	HP_RS02985	tripartite efflux pump outer membrane channel HefA	CCO-MEMBRANE
HP_RS05040-MONOMER	HP_RS05040	Recombination factor protein RarA	
HP_RS07010-MONOMER	HP_RS07010	sulfatase-like hydrolase/transferase	
HP_RS00880-MONOMER	HP_RS00880	Apolipoprotein N-acyltransferase	CCI-PM-BAC-NEG-GN
HP_RS02900-MONOMER	HP_RS02900	2-oxoglutarate-acceptor oxidoreductase subunit OorD	
HP_RS04940-MONOMER	HP_RS04940	ICEHptfs4 protein C10.1	CCO-MEMBRANE
HP_RS06915-MONOMER	HP_RS06915	TonB-dependent metal transporter FecA3	CCI-OUTER-MEM-GN
HP_RS00800-MONOMER	HP_RS00800	Delta-aminolevulinic acid dehydratase	CCI-CYTOSOL-GN
HP_RS02820-MONOMER	HP_RS02820	Putative inner membrane protein HP0573	CCO-MEMBRANE
HP_RS04835-MONOMER	HP_RS04835	Hypothetical protein HP0986	
HP_RS06830-MONOMER	HP_RS06830	Type I R-M system specificity subunit	
HP_RS00720-MONOMER	HP_RS00720	Cytochrome c oxidase, cbb3-type, FixQ	CCO-MEMBRANE
HP_RS02740-MONOMER	HP_RS02740	Hypothetical protein HP0556	CCO-MEMBRANE
HP_RS00310-MONOMER	HP_RS00310	Hypothetical protein HP0061	
HP_RS04750-MONOMER	HP_RS04750	Ni<sup>2+</sup>/Zn<sup>2+</sup>/Cd<sup>2+</sup> efflux pump, outer membrane channel	
HP_RS06745-MONOMER	HP_RS06745	transcriptional regulator CrdR	CCI-CYTOSOL-GN
HP_RS00635-MONOMER	HP_RS00635	50S ribosomal protein L20	CCI-RIBOSOME-GN
HP_RS02650-MONOMER	HP_RS02650	Cag T4SS protein CagL	
HP_RS00230-MONOMER	HP_RS00230	GDP-mannose 4,6-dehydratase monomer	CCI-CYTOSOL-GN
HP_RS04660-MONOMER	HP_RS04660	Competence/damage-inducible protein CinA	
HP_RS06650-MONOMER	HP_RS06650	Uracil-DNA glycosylase	CCI-CYTOSOL-GN
HP_RS00555-MONOMER	HP_RS00555	molecular chaperone DnaK	CCI-CYTOSOL-GN
HP_RS02570-MONOMER	HP_RS02570	Cag T4SS protein Cag&delta;	
HP_RS00145-MONOMER	HP_RS00145	citrate synthase monomer	CCI-CYTOSOL-GN
HP_RS04550-MONOMER	HP_RS04550	7-carboxy-7-deazaguanine synthase	
HP_RS06570-MONOMER	HP_RS06570	putative branched-chain amino acid efflux pump, AzlC family protein	CCI-PM-BAC-NEG-GN
HP_RS00465-MONOMER	HP_RS00465	type IIP restriction-modification system R protein R.HpyAIII	
HP_RS02480-MONOMER	HP_RS02480	DNA gyrase subunit B GyrB	CCI-CYTOSOL-GN
HP_RS00060-MONOMER	HP_RS00060	outer membrane protein HopZ	
HP_RS04460-MONOMER	HP_RS04460	outer membrane protein AlpB/HopB	
HP_RS06490-MONOMER	HP_RS06490	30S ribosomal protein S19	CCI-RIBOSOME-GN
HP_RS00380-MONOMER	HP_RS00380	Lipoprotein signal peptidase	CCI-PM-BAC-NEG-GN
HP_RS02400-MONOMER	HP_RS02400	catalase-like protein	CCI-CYTOSOL-GN
HP_RS04340-MONOMER	HP_RS04340	Short-chain oxidoreductase VdlC	
HP_RS06395-MONOMER	HP_RS06395	30S ribosomal protein S13	CCI-RIBOSOME-GN // CCI-CYTOSOL-GN
HP_RS02295-MONOMER	HP_RS02295	Type I restriction enzyme R protein HdsR	
HP_RS04240-MONOMER	HP_RS04240	hydrogenase nickel incorporation protein HypA	
HP_RS06315-MONOMER	HP_RS06315	Anthranilate phosphoribosyltransferase	CCI-CYTOSOL-GN
HP_RS02205-MONOMER	HP_RS02205	ICEHptfs4 protein C21.2	
HP_RS04175-MONOMER	HP_RS04175	Hypothetical protein HP0856	CCO-MEMBRANE
HP_RS06235-MONOMER	HP_RS06235	ferredoxin-menaquinone dehydrogenase subunit E	
HP_RS02090-MONOMER	HP_RS02090	arginine decarboxylase	
HP_RS04090-MONOMER	HP_RS04090	Hypothetical protein HP0838	
HP_RS06150-MONOMER	HP_RS06150	DNA polymerase III subunit delta	
HP_RS01985-MONOMER	HP_RS01985	Phenylalanyl-tRNA synthetase subunit alpha PheS	CCI-CYTOSOL-GN
HP_RS04000-MONOMER	HP_RS04000	Hypothetical protein HP0820	
HP_RS06070-MONOMER	HP_RS06070	DNA replication regulator HobA	
HP_RS01905-MONOMER	HP_RS01905	Primosome assembly protein PriA	
HP_RS03915-MONOMER	HP_RS03915	Bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II protein	CCI-CYTOSOL-GN
HP_RS05965-MONOMER	HP_RS05965	Type IIP restriction-modification system M protein	
MONOMER2DNV-14	G2DNV-13		
HP_RS01825-MONOMER	HP_RS01825	Biotin carboxyl carrier protein AccB	CCI-CYTOSOL-GN
HP_RS03835-MONOMER	HP_RS03835	putative lipoprotein release protein	CCI-PM-BAC-NEG-GN
HP_RS05860-MONOMER	HP_RS05860	Secreted protein involved in flagellar motility HP1192	
HP_RS07825-MONOMER	HP_RS07825	undecaprenyl phosphate <i>N</i>-acetylglucosaminyltransferase	CCI-PM-BAC-NEG-GN
HP_RS01725-MONOMER	HP_RS01725	flagellar motor switch protein FliG	CCI-PM-BAC-NEG-GN // CCO-CELL-PROJECTION
HP_RS03745-MONOMER	HP_RS03745	Molybdopterin-guanine dinucleotide biosynthesis protein MobA	CCI-CYTOSOL-GN
HP_RS05770-MONOMER	HP_RS05770	D-glucose/D-galactose/D-mannose:Na<sup>+</sup> symporter	CCI-PM-BAC-NEG-GN
HP_RS07745-MONOMER	HP_RS07745	penicillin-binding protein 2	CCI-PM-BAC-NEG-GN
HP_RS01635-MONOMER	HP_RS01635	septum site-determining protein MinD	CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN
HP_RS03660-MONOMER	HP_RS03660	Peptidase_M23 domain-containing protein	
HP_RS05690-MONOMER	HP_RS05690	Pyrroline-5-carboxylate reductase	CCI-CYTOSOL-GN
HP_RS07665-MONOMER	HP_RS07665	Sec translocon accessory subunit SecD	CCI-PM-BAC-NEG-GN
HP_RS01550-MONOMER	HP_RS01550	purine-specific endoribonuclease VapD	
HP_RS03575-MONOMER	HP_RS03575	Xanthine guanine phosphoribosyl transferase Gpt	
HP_RS05595-MONOMER	HP_RS05595	SpoOJ regulator Soj	
HP_RS07585-MONOMER	HP_RS07585	IS605 transposase TnpB	
HP_RS01470-MONOMER	HP_RS01470	peptide ABC transporter, substrate-binding protein	CCI-PERI-BAC-GN // CCI-PM-BAC-NEG-GN
HP_RS03485-MONOMER	HP_RS03485	lipopolysaccharide transport system ATP-binding protein LptB	CCI-PM-BAC-NEG-GN
HP_RS05510-MONOMER	HP_RS05510	anti-&sigma;<sup>28</sup> factor FlgM	
HP_RS07495-MONOMER	HP_RS07495	Transcription elongation factor NusA	CCI-CYTOSOL-GN
HP_RS01390-MONOMER	HP_RS01390	Predicted coding region HP0282	
HP_RS03400-MONOMER	HP_RS03400	Hydantoin utilization protein A HyuA	CCI-CYTOSOL-GN
HP_RS05430-MONOMER	HP_RS05430	Hypothetical protein HP1106	
HP_RS07410-MONOMER	HP_RS07410	50S ribosomal protein L25/general stress protein Ctc	CCI-RIBOSOME-GN
HP_RS01310-MONOMER	HP_RS01310	Dihydroorotase PyrC	
HP_RS03305-MONOMER	HP_RS03305	aspartate aminotransferase	
HP_RS05350-MONOMER	HP_RS05350	Transketolase	CCI-CYTOSOL-GN // CCO-MEMBRANE
HP_RS07330-MONOMER	HP_RS07330	Seryl-tRNA synthetase	CCI-CYTOSOL-GN
HP_RS01215-MONOMER	HP_RS01215	ATP-dependent RNA helicase	CCI-CYTOSOL-GN // CCI-RIBOSOME-GN
HP_RS03220-MONOMER	HP_RS03220	ferritin	CCI-CYTOSOL-GN
HP_RS05270-MONOMER	HP_RS05270	Cu<sup>2+</sup>-exporting P-type ATPase CopA	CCI-PM-BAC-NEG-GN
HP_RS07250-MONOMER	HP_RS07250	ABC transporter substrate-binding protein	CCO-MEMBRANE
HP_RS01130-MONOMER	HP_RS01130	3-deoxy-manno-octulosonate cytidylyltransferase	CCI-CYTOSOL-GN
HP_RS03140-MONOMER	HP_RS03140	Hypothetical protein HP0637	CCO-MEMBRANE
HP_RS05185-MONOMER	HP_RS05185	Hypothetical protein HP1055	
HP_RS07170-MONOMER	HP_RS07170	Ribonuclease P protein component	
HP_RS01045-MONOMER	HP_RS01045	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	CCI-CYTOSOL-GN
HP_RS03055-MONOMER	HP_RS03055	inorganic pyrophosphatase monomer	CCI-CYTOSOL-GN
HP_RS05105-MONOMER	HP_RS05105	O-antigen ligase	CCO-MEMBRANE
HP_RS07080-MONOMER	HP_RS07080	Ribosomal RNA small subunit methyltransferase A	CCI-CYTOSOL-GN
HP_RS00950-MONOMER	HP_RS00950	enoyl-[acyl-carrier-protein] reductase monomer	
HP_RS02970-MONOMER	HP_RS02970	3-methyladenine DNA glycosylase	
HP_RS05025-MONOMER	HP_RS05025	Hypothetical protein HP1023	
HP_RS06995-MONOMER	HP_RS06995	Hypothetical protein HP1414	CCI-CYTOSOL-GN
HP_RS00865-MONOMER	HP_RS00865	Elongation factor P EfP	CCI-CYTOSOL-GN
HP_RS02885-MONOMER	HP_RS02885	ferrous iron transport protein A	
HP_RS04915-MONOMER	HP_RS04915	ICEHptfs4 protein C8	
HP_RS06895-MONOMER	HP_RS06895	outer membrane protein HorL	
HP_RS00785-MONOMER	HP_RS00785	H. pylori lipopolysaccharide &alpha;-(1,6)-glucosyltransferase	
HP_RS02805-MONOMER	HP_RS02805	Cytosol aminopeptidase (Leucine aminopeptidase) PepA	CCI-CYTOSOL-GN
HP_RS04820-MONOMER	HP_RS04820	small conductance mechanosensitive channel MscS	CCI-PM-BAC-NEG-GN
HP_RS06815-MONOMER	HP_RS06815	Prephenate dehydrogenase TyrA	
HP_RS00700-MONOMER	HP_RS00700	A/G-specific adenine glycosylase MutY	
HP_RS02725-MONOMER	HP_RS02725	23S rRNA methyltransferase	CCI-CYTOSOL-GN
HP_RS00295-MONOMER	HP_RS00295	hypothetical protein	
HP_RS04730-MONOMER	HP_RS04730	Virulence associated protein D VapD	
HP_RS06730-MONOMER	HP_RS06730	replicative DNA helicase DnaB monomer	CCI-CYTOSOL-GN
HP_RS00620-MONOMER	HP_RS00620	Threonyl-tRNA synthetase ThrS	CCI-CYTOSOL-GN
HP_RS02635-MONOMER	HP_RS02635	CagP protein	CCO-MEMBRANE
HP_RS00215-MONOMER	HP_RS00215	TrbG/VirB9 family P-type conjugative transfer protein	
HP_RS04645-MONOMER	HP_RS04645	rRNA large subunit methyltransferase	CCI-CYTOSOL-GN
HP_RS06635-MONOMER	HP_RS06635	Mg<sup>2+</sup> transporter	CCI-PM-BAC-NEG-GN
HP_RS00535-MONOMER	HP_RS00535	S-ribosylhomocysteine lyase	
HP_RS02555-MONOMER	HP_RS02555	Putative periplasmic protein involved in flagellin deglycosylation	
HP_RS00130-MONOMER	HP_RS00130	lipid A phosphoethanolamine transferase	CCI-PM-BAC-NEG-GN
HP_RS04530-MONOMER	HP_RS04530	geranyltranstransferase	
HP_RS06555-MONOMER	HP_RS06555	copper efflux pump periplasmic adaptor protein	CCI-PERI-BAC-GN // CCO-CE-BAC
HP_RS00445-MONOMER	HP_RS00445	RNA polymerase factor &sigma;<sup>80</sup>	CCI-CYTOSOL-GN
HP_RS02465-MONOMER	HP_RS02465	putative solute:Na<sup>+</sup> symporter	CCO-MEMBRANE
HP_RS00020-MONOMER	HP_RS00020	&beta;-carbonic anhydrase	
HP_RS04445-MONOMER	HP_RS04445	Type IIP restriction-modification system M protein M.HpyAIX	
HP_RS06475-MONOMER	HP_RS06475	50S ribosomal protein L16	CCI-RIBOSOME-GN
HP_RS00360-MONOMER	HP_RS00360	proton-gated urea channel	CCI-PM-BAC-NEG-GN
HP_RS02375-MONOMER	HP_RS02375	50S ribosomal subunit assembly factor BipA	CCI-CYTOSOL-GN
HP_RS04325-MONOMER	HP_RS04325	vacuolating cytotoxin VacA	CCI-EXTRACELLULAR-GN // CCI-OUTER-MEM-GN // CCI-PERI-BAC-GN
HP_RS06380-MONOMER	HP_RS06380	DNA-directed RNA polymerase subunit alpha RpoA	CCI-CYTOSOL-GN
HP_RS04225-MONOMER	HP_RS04225	Transcription elongation factor GreA	
HP_RS06300-MONOMER	HP_RS06300	Tryptophan synthase subunit alpha TrpA	CCI-CYTOSOL-GN
HP_RS02185-MONOMER	HP_RS02185	ICEHptfs4 protein C18.2	CCO-MEMBRANE
HP_RS04160-MONOMER	HP_RS04160	ABC transporter ATP-binding protein YheS	
HP_RS06220-MONOMER	HP_RS06220	ferredoxin-menaquinone dehydrogenase subunit B	CCI-PM-BAC-NEG-GN
HP_RS02075-MONOMER	HP_RS02075	tRNA (mo5U34)-methyltransferase	
HP_RS04065-MONOMER	HP_RS04065	Hypothetical protein HP0833	
HP_RS06135-MONOMER	HP_RS06135	30S ribosomal protein S18	CCI-RIBOSOME-GN
HP_RS01970-MONOMER	HP_RS01970	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	
HP_RS03985-MONOMER	HP_RS03985	putative osmoprotective ABC transporter, membrane/substrate-binding protein	CCI-PM-BAC-NEG-GN
HP_RS06050-MONOMER	HP_RS06050	heme chaperone HemW monomer	CCI-CYTOSOL-GN
HP_RS01890-MONOMER	HP_RS01890	SPOR domain-containing protein	
HP_RS03900-MONOMER	HP_RS03900	Molybdopterin converting factor, subunit 1 MoaD	
HP_RS05930-MONOMER	HP_RS05930	Elongation factor Tu	CCI-CYTOSOL-GN
HP_RS07915-MONOMER	HP_RS07915	hypothetical protein	
HP_RS01805-MONOMER	HP_RS01805	Hypothetical protein HP0367	
HP_RS03810-MONOMER	HP_RS03810	Outer membrane protein HofE	
HP_RS05845-MONOMER	HP_RS05845	Aspartate-semialdehyde dehydrogenase	
HP_RS07810-MONOMER	HP_RS07810	<i>H. pylroi</i> LPS &alpha;-(1,2)-<i>N</i>-acetylglucosyltransferase	
HP_RS01710-MONOMER	HP_RS01710	CTP synthetase PyrG	CCI-CYTOSOL-GN
HP_RS03730-MONOMER	HP_RS03730	Hypothetical protein HP0765	
HP_RS05755-MONOMER	HP_RS05755	L-glutamine ABC transporter, ATP-binding protein	
HP_RS07730-MONOMER	HP_RS07730	periplasmic Ni<sup>2+</sup>-binding protein NiuB2	
HP_RS01615-MONOMER	HP_RS01615	Tetraacyldisaccharide 4'-kinase	CCI-PM-BAC-NEG-GN
HP_RS03645-MONOMER	HP_RS03645	tRNA (guanine-N(7)-)-methyltransferase	
HP_RS05675-MONOMER	HP_RS05675	UDP-N-acetylglucosamine-N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N- acetylglucosamine transferase	CCI-PM-BAC-NEG-GN
HP_RS07650-MONOMER	HP_RS07650	Leucine--tRNA ligase	CCI-CYTOSOL-GN
HP_RS01535-MONOMER	HP_RS01535	Hypothetical protein HP0311	
HP_RS03555-MONOMER	HP_RS03555	Hypothetical protein HP0730	
HP_RS05580-MONOMER	HP_RS05580	F0F1 ATP synthase subunit B, AtpF	CCI-PM-BAC-NEG-GN
HP_RS07570-MONOMER	HP_RS07570	Uncharacterized protein HP1531	
HP_RS01455-MONOMER	HP_RS01455	flagellar hook-filament junction protein FlgL	CCI-EXTRACELLULAR-GN
HP_RS03465-MONOMER	HP_RS03465	Outer membrane protein HomA	
HP_RS05495-MONOMER	HP_RS05495	flagellar hook-filament junction protein FlgK	CCI-EXTRACELLULAR-GN // CCO-CELL-PROJECTION
HP_RS07480-MONOMER	HP_RS07480	Hypothetical protein HP1511	
HP_RS01375-MONOMER	HP_RS01375	lipopolysaccharide heptosyltransferase I	CCI-CYTOSOL-GN
HP_RS03385-MONOMER	HP_RS03385	succinyl-CoA-transferase subunit B	
HP_RS05415-MONOMER	HP_RS05415	glucokinase	CCI-CYTOSOL-GN
