Proteins,Common-Name,"Genes of polypeptide, complex, or RNA",Locations
CPLX1R65-77,predicted ABC transporter of an amino acid,STM1634 // STM1635 // STM1636,
CPLX1R65-95,predicted ABC transporter of a phospholipid,STM3309 // STM3313,
STM2126-MONOMER,multidrug transporter subunit,STM2126,CCI-PM-BAC-NEG-GN
STM1229-MONOMER,50S ribosomal protein L16 arginine hydroxylase,STM1229,
CPLX1R65-40,carbamoyl phosphate synthase,STM0066 // STM0067,
CPLX1R65-61,glutamate synthase GltBD subunit,STM3330 // STM3331,
STM2884-MONOMER,pathogenicity island 1 effector protein,STM2884,CCI-EXTRACELLULAR-GN
STM4283-MONOMER,glutamate/aspartate:proton symporter,STM4283,CCI-PM-BAC-NEG-GN
CPLX1R65-212,alkaline Mn<sup>2+</sup> ABC transporter,STM2864 // STM2863 // STM2862 // STM2861,
CPLX1R65-24,potassium-transporting ATPase,STM0704 // STM0705 // STM0706,
STM2504-MONOMER,putative cytoplasmic protein,STM2504,
STM1605-MONOMER,XRE family transcriptional regulator,STM1605,
CPLX1R65-181,formate dehydrogenase O,STM4035 // STM4036 // STM4037,
CPLX1R65-198,,STM2024,
STM0591-MONOMER,ferric enterobactin transporter,STM0591,CCI-PM-BAC-NEG-GN
STM0181-MONOMER,pantoate--beta-alanine ligase,STM0181,CCI-CYTOSOL-GN
CPLX1R65-149,ferric enterobactin ABC transporter,STM0594 // STM0591 // STM0592 // STM0590,
CPLX1R65-165,galactose / methyl-galactoside ABC transporter,STM2188 // STM2190 // STM2189,
STM3261-MONOMER,galactitol-1-phosphate 5-dehydrogenase,STM3261,
STM1979-MONOMER,flagellar biosynthetic protein,STM1979,CCI-PM-BAC-NEG-GN // CCO-CELL-PROJECTION
CPLX1R65-105,acetyl-CoA carboxyltransferase,STM2366 // STM0232,
CPLX1R65-126,ubiquinol-[NapC cytochrome <i>c</i>] reductase NapGH,STM2257 // STM2258,
STM3638-MONOMER,fimbrial assembly protein,STM3638,CCI-OUTER-MEM-GN
STM2355-MONOMER,lysine/arginine/ornithine-binding periplasmic protein,STM2355,CCI-PERI-BAC-GN
CPLX1R65-74,ABC transporter of L-glutamine,STM0828 // STM0829 // STM0830,
CPLX1R65-90,predicted ABC transporter of a C4-dicarboxylate,STM3169 // STM3170,
STM0982-MONOMER,integration host factor subunit beta,STM0982,CCI-CYTOSOL-GN
STM3117-MONOMER,putative lactoylglutathione lyase,STM3117,
CPLX1R65-38,cytochrome bd-II ubiquinol oxidase,STM0360 // STM0361,
CPLX1R65-57,oxaloacetate decarboxylase (Na+ extruding) 2,STM3351 // STM3352 // STM3353,
STM1356-MONOMER,putative acyl-CoA dehydrogenase,STM1356,CCI-PM-BAC-NEG-GN
STM2740-MONOMER,Fels-2 prophage protein,STM2740,
CPLX1R65-21,succinate-CoA ligase,STM0738 // STM0739,
CPLX1R65-228,,STM0476 // STM0475,
PSLT043-MONOMER,putative phosphoribulokinase / uridine kinase family,PSLT043,
STM0835-MONOMER,transcriptional regulator,STM0835,CCI-CYTOSOL-GN
CPLX1R65-179,formate dehydrogenase N subcomplex,STM1568 // STM1569 // STM1570,
CPLX1R65-195,"tagatose-1,6-bisphosphate aldolase",STM3253 // STM3257,
STM4028-MONOMER,D-aminoacyl-tRNA deacylase,STM4028,CCI-CYTOSOL-GN
STM3497-MONOMER,heat-shock protein,STM3497,
CPLX1R65-146,hydrogenase 3,STM2847 // STM2848 // STM2849 // STM2850 // STM2851 // STM2852,
CPLX1R65-162,ATP synthase F1 complex,STM3864 // STM3868 // STM3866 // STM3865 // STM3867,
STM4412-MONOMER,putative pemease,STM4412,CCI-PM-BAC-NEG-GN
STM3865-MONOMER,F0F1 ATP synthase subunit beta,STM3865,CCI-PM-BAC-NEG-GN
CPLX1R65-101,"2,3-dihydroxybenzoate-AMP ligase",STM0596,
CPLX1R65-123,nitrite reductase (NADH),STM3474 // STM3475,
STM1731-MONOMER,Mn-containing catalase,STM1731,
STM1213-MONOMER,TetR family transcriptional regulator,STM1213,
CPLX1R65-71,predicted ABC transporter of putrescine,STM0879 // STM0880 // STM0877 // STM0878,
CPLX1R65-87,predicted ABC transporter of D-ribose,STM3882 // STM3883 // STM3884,
STM0317-MONOMER,xanthine phosphoribosyltransferase,STM0317,CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN
STM1589-MONOMER,putative NADP-dependent oxidoreductase,STM1589,
CPLX1R65-35,DNA-directed RNA polymerase,STM4153 // STM4154 // STM3415,
CPLX1R65-5,anaerobic sulfite reductase,STM2548 // STM2549,
STM2110-MONOMER,colanic acid biosynthesis acetyltransferase,STM2110,
STM0165-MONOMER,S-adenosylmethionine decarboxylase,STM0165,CCI-CYTOSOL-GN
CPLX1R65-207,R1E homodimer,STM2807,
CPLX1R65-225,cysteine desulfhydrase CdsH,STM0458,
STM2868-MONOMER,type III secretion system effector protein,STM2868,
STM4270-MONOMER,putative LysR family transcriptional regulator,STM4270,CCI-CYTOSOL-GN
CPLX1R65-176,"fatty acid oxidation complex, &beta; component",STM3982,
CPLX1R65-190,lysine / arginine / ornithine ABC transporter,STM2355 // STM2352 // STM2353 // STM2351,
STM2865-MONOMER,putative inner membrane protein,STM2865,
STM1963-MONOMER,alpha-amylase,STM1963,CCI-CYTOSOL-GN
CPLX1R65-143,dimethylsulfoxide reductase,STM0966 // STM0965 // STM0964,
CPLX1R65-16,sulfate adenylyltransferase,STM2934 // STM2935,
STM2485-MONOMER,tRNA cytosine(34) acetyltransferase,STM2485,CCI-CYTOSOL-GN
STM2339-MONOMER,putative integral membrane protein,STM2339,CCI-PM-BAC-NEG-GN
CPLX1R65-1,DNA polymerase V,STM1997 // STM1998,
CPLX1R65-120,glycine dehydrogenase (decarboxylating),STM3053,
STM0571-MONOMER,putative inner membrane protein,STM0571,CCO-MEMBRANE
STM3100-MONOMER,YggS family pyridoxal phosphate enzyme,STM3100,
CPLX1R65-69,predicted ABC transporter of glycine betaine,STM1491 // STM1494,
CPLX1R65-84,predicted ABC transporter of a vitamin,STM1340 // STM1342 // STM0206,
STM3241-MONOMER,formate C-acetyltransferase,STM3241,CCI-CYTOSOL-GN
STM2723-MONOMER,Fels-2 prophage protein,STM2723,
CPLX1R65-32,tryptophan synthase,STM1726 // STM1727,
CPLX1R65-47,PTS ascorbate-specific transporter,STM4384 // STM4385,
STM3619-MONOMER,UDP-forming cellulose synthase catalytic subunit,STM3619,CCI-PM-BAC-NEG-GN
STM0818-MONOMER,secretion protein,STM0818,CCI-PERI-BAC-GN
CPLX1R65-203,bifunctional adenosylcobalamin biosynthesis protein CobU,STM2018,
CPLX1R65-219,glucose-specific PTS enzyme II,STM2433 // STM1203,
STM0962-MONOMER,recombination factor protein,STM0962,
STM3481-MONOMER,tryptophan--tRNA ligase,STM3481,CCI-CYTOSOL-GN
CPLX1R65-171,,STM2041 // STM2040 // STM2042,
CPLX1R65-188,periplasmic nitrate reductase,STM2256 // STM2259,
STM1337-MONOMER,phenylalanine--tRNA ligase subunit alpha,STM1337,CCI-CYTOSOL-GN
STM3849-MONOMER,putative cytoplasmic protein,STM3849,CCI-CYTOSOL-GN
CPLX1R65-140,succinate dehydrogenase subcomplex,STM0734 // STM0735 // STM0732 // STM0733,
CPLX1R65-155,maltose ABC transporter,STM4229 // STM4227 // STM4228 // STM4230,
PSLT024-MONOMER,hypothetical protein,PSLT024,
STM1197-MONOMER,beta-ketoacyl-[acyl-carrier-protein] synthase II,STM1197,CCI-CYTOSOL-GN
CPLX-8807,2-iminobutanoate/2-iminopropanoate deaminase,STM4458,
CPLX1R65-118,dihydrolipoyltranssuccinylase,STM0737,
STM4009-MONOMER,GTP-binding protein,STM4009,CCI-CYTOSOL-GN
STM1573-MONOMER,putative cytoplasmic protein,STM1573,
CPLX1R65-81,predicted ABC transporter of L-arginine,STM0887 // STM0890 // STM0891,
CPLX1R65-99,predicted PEP-driven transporter of a sugar,STM3771 // STM3779,
STM4393-MONOMER,30S ribosomal protein S18,STM4393,CCI-RIBOSOME-GN
STM0149-MONOMER,putative permease of the Na+:galactoside symporter family,STM0149,CCI-PM-BAC-NEG-GN
CPLX1R65-44,PTS galactitol transporter,STM3259 // STM3258 // STM3260,
CPLX1R65-66,predicted ABC transporter of Co2+,STM3073 // STM3074,
STM1712-MONOMER,aconitate hydratase 1,STM1712,CCI-CYTOSOL-GN
STM4254-MONOMER,excinuclease ABC subunit A,STM4254,CCI-CYTOSOL-GN
CPLX1R65-216,NAD-dependent dihydropyrimidine dehydrogenase,STM2187 // STM2186,
CPLX1R65-3,phenylalanine--tRNA ligase,STM1337 // STM1338,
STM0295-MONOMER,putative cytoplasmic protein,STM0295,
STM1947-MONOMER,two-component system response regulator,STM1947,
CPLX1R65-185,"citrate lyase, citrate-acyl carrier protein transferase component",STM0621,
CPLX1R65-200,corrinoid adenosyltransferase,STM1718,
STM2091-MONOMER,"CDP-glucose 4,6-dehydratase",STM2091,
STM2323-MONOMER,NADH-quinone oxidoreductase subunit G,STM2323,CCI-PM-BAC-NEG-GN
CPLX1R65-152,NADH:quinone oxidoreductase,STM2327 // STM2326 // STM2325 // STM2324 // STM2323 // STM2321 // STM2316 // STM2317 // STM2318 // STM2319 // STM2320 // STM2322 // STM2328,
CPLX1R65-169,exodeoxyribonuclease VII,STM0424 // STM2512,
STM2849-MONOMER,formate hydrogenlyase subunit,STM2849,
STM3084-MONOMER,putative gntR family regulatory protein,STM3084,
CPLX1R65-109,pyruvate dehydrogenase,STM0154 // STM0153 // STM0152,
CPLX1R65-136,5-carboxymethylaminomethyluridine-tRNA synthase MnmG dimer,STM3874,
STM2469-MONOMER,acetate kinase,STM2469,
STM2707-MONOMER,Fels-2 prophage protein,STM2707,
CPLX1R65-78,predicted ABC transporter of an amino acid,STM0663 // STM0664,
CPLX1R65-96,predicted PEP-driven transporter of D-mannose,STM0574 // STM0575 // STM0577,
STM0551-MONOMER,putative cyclic di-guanylate phosphodiesterase / negative regulator of type 1 fimbriae,STM0551,
STM0801-MONOMER,putative gluconeogenesis factor,STM0801,CCI-CYTOSOL-GN
CPLX1R65-41,PTS sugar transporter,STM1312 // STM1314,
CPLX1R65-62,cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating),STM2030,
STM3225-MONOMER,serine/threonine transporter,STM3225,CCI-PM-BAC-NEG-GN
STM3465-MONOMER,putative inner membrane protein,STM3465,
CPLX1R65-213,PTS D-tagatose transporter,STM3256 // STM3255,
CPLX1R65-25,glycine--tRNA ligase,STM3655 // STM3656,
STM3603-MONOMER,"alpha,alpha-trehalase",STM3603,CCI-CYTOSOL-GN
STM3832-MONOMER,MFS transporter,STM3832,CCI-PM-BAC-NEG-GN
CPLX1R65-182,imidazole glycerol phosphate synthase,STM2075 // STM2077,
CPLX1R65-199,,STM2019,
STM0943-MONOMER,cold shock domain protein,STM0943,CCI-CYTOSOL-GN
STM1180-MONOMER,flagellar basal body L-ring protein,STM1180,CCI-OUTER-MEM-GN // CCO-CELL-PROJECTION
CPLX1R65-15,putative anaerobic dimethyl sulfoxide reductase,STM4305 // STM4306 // STM4307,
CPLX1R65-166,glycerol 3-phosphate ABC transporter,STM3555 // STM3554 // STM3557 // STM3556,
STM1321-MONOMER,LexA regulated gene,STM1321,CCO-MEMBRANE
STM1557-MONOMER,putative aminotransferase,STM1557,
CPLX1R65-106,acetyl-CoA carboxyltransferase complex,STM3380 // STM0232 // STM2366,
CPLX1R65-13,ribonucleoside-diphosphate reductase 2,STM2807 // STM2808,
PSLT006-MONOMER,DNA replication,PSLT006,
STM0133-MONOMER,cell division protein,STM0133,CCI-CYTOSOL-GN
STM3987-MONOMER,protoporphyrinogen oxidase,STM3987,CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN
STM4238-MONOMER,DNA-damage-inducible protein F,STM4238,CCI-PM-BAC-NEG-GN
STM4377-MONOMER,isovaleryl-CoA dehydrogenase,STM4377,
STM1927-MONOMER,universal stress protein,STM1927,CCI-CYTOSOL-GN
STM1697-MONOMER,putative diguanylate cyclase/phosphodiesterase domain 2,STM1697,
STM0514-MONOMER,HTH-type transcriptional activator,STM0514,
STM0279-MONOMER,Hcp1 family type VI secretion system effector,STM0279,
STM2307-MONOMER,"1,4-dihydroxy-2-naphthoyl-CoA synthase",STM2307,CCI-CYTOSOL-GN
STM2075-MONOMER,imidazole glycerol phosphate synthase subunit,STM2075,
STM3068-MONOMER,class II fructose-bisphosphate aldolase,STM3068,CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN
STM2833-MONOMER,PTS glucitol/sorbitol transporter subunit IIB,STM2833,CCI-PM-BAC-NEG-GN
STM2690-MONOMER,type I secretion protein,STM2690,CCO-MEMBRANE
STM2453-MONOMER,DUF1963 domain-containing protein,STM2453,
STM0784-MONOMER,pyridoxal phosphatase,STM0784,CCI-CYTOSOL-GN
STM0535-MONOMER,"UDP-2,3-diacylglucosamine diphosphatase",STM0535,CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN
STM3448-MONOMER,30S ribosomal protein S12,STM3448,CCI-RIBOSOME-GN
STM3208-MONOMER,"N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaD subunit",STM3208,CCI-CYTOSOL-GN
STM3816-MONOMER,heme exporter,STM3816,
STM3587-MONOMER,putative membrane protein,STM3587,CCI-PM-BAC-NEG-GN
STM1164-MONOMER,Uncharacterized lipoprotein,STM1164,CCI-PM-BAC-NEG-GN
STM0927-MONOMER,putative Fels-1 prophage tail assembly protein,STM0927,
STM1540-MONOMER,putative hydrolase,STM1540,
STM1305-MONOMER,succinylglutamate-semialdehyde dehydrogenase,STM1305,
STM0117-MONOMER,acetolactate synthase isozyme 3 small subunit,STM0117,CCI-CYTOSOL-GN
STM3971-MONOMER,Ubiquinone biosynthesis protein,STM3971,CCI-CYTOSOL-GN
STM4222-MONOMER,putative outer membrane protein,STM4222,
STM4361-MONOMER,RNA chaperone,STM4361,CCI-CYTOSOL-GN
STM4595-MONOMER,fimbrial protein,STM4595,CCI-PILUS-GN
STM1681-MONOMER,L-Ala-D/L-Glu epimerase,STM1681,
STM1911-MONOMER,glycoside hydrolase 105 family protein,STM1911,
STM0263-MONOMER,ribonuclease HI,STM0263,CCI-CYTOSOL-GN
STM0498-MONOMER,Cu+ exporting ATPase,STM0498,CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN
STM2059-MONOMER,hypothetical protein,STM2059,CCI-CYTOSOL-GN
STM2291-MONOMER,L-rhamnonate dehydratase,STM2291,
STM2812-MONOMER,MFS transporter,STM2812,CCI-PM-BAC-NEG-GN
STM3052-MONOMER,putative outer membrane protein,STM3052,
STM2437-MONOMER,&gamma;-L-glutamyl hydroxamate hydrolase,STM2437,CCI-CYTOSOL-GN
STM2673-MONOMER,50S ribosomal protein L19,STM2673,CCI-RIBOSOME-GN
STM3192-MONOMER,putative arylsulfate sulfotransferase,STM3192,
STM0768-MONOMER,oxaloacetate decarboxylase subunit beta,STM0768,CCI-PM-BAC-NEG-GN
STM3571-MONOMER,signal recognition particle-docking protein,STM3571,CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN
STM3432-MONOMER,50S ribosomal protein L29,STM3432,CCI-RIBOSOME-GN
STM0911-MONOMER,Fels-1 prophage protein,STM0911,
STM3799-MONOMER,putative periplasmic protein,STM3799,CCI-EXTRACELLULAR-GN
STM1289-MONOMER,D-hexose-6-phosphate mutarotase,STM1289,CCI-CYTOSOL-GN
STM1148-MONOMER,cardiolipin synthase C,STM1148,CCO-MEMBRANE
STM3955-MONOMER,EamA family transporter,STM3955,CCI-PM-BAC-NEG-GN
STM1524-MONOMER,putative succinate-semialdehyde dehydrogenase,STM1524,
STM4342-MONOMER,fumarate reductase iron-sulfur subunit,STM4342,CCI-PM-BAC-NEG-GN
STM0101-MONOMER,L-ribulose-5-phosphate 4-epimerase,STM0101,CCI-CYTOSOL-GN
STM1664-MONOMER,XRE family transcriptional regulator,STM1664,
STM4206-MONOMER,translocase,STM4206,CCI-PM-BAC-NEG-GN
STM0240-MONOMER,aminoacyl-tRNA hydrolase,STM0240,
STM4579-MONOMER,DNA repair protein,STM4579,CCI-CYTOSOL-GN
STM2043-MONOMER,putative diol dehydratase-reactivating factor large subunit,STM2043,
STM1895-MONOMER,Holliday junction DNA helicase,STM1895,
STM2796-MONOMER,proteolipid membrane potential modulator,STM2796,CCO-MEMBRANE
STM0482-MONOMER,putative phage gene 58,STM0482,CCI-PM-BAC-NEG-GN
STM2421-MONOMER,MFS superfamily xanthosine permease,STM2421,CCI-PM-BAC-NEG-GN
STM2275-MONOMER,putative gntR family regulatory protein,STM2275,
STM3176-MONOMER,TIGR00156 family protein,STM3176,
STM3034-MONOMER,antitoxin,STM3034,
STM3555-MONOMER,sn-glycerol-3-phosphate transport system permease protein,STM3555,CCI-PM-BAC-NEG-GN
STM2652-MONOMER,phosphatidylserine synthase,STM2652,CCI-CYTOSOL-GN
STM0896-MONOMER,Fels-1 prophage protein,STM0896,
STM0746-MONOMER,protein,STM0746,CCI-PM-BAC-NEG-GN
STM3938-MONOMER,porphobilinogen deaminase,STM3938,
STM3416-MONOMER,30S ribosomal protein S4,STM3416,CCI-RIBOSOME-GN
STM1276-MONOMER,putative periplasmic protein,STM1276,
STM3786-MONOMER,putative inner membrane protein,STM3786,
STM4326-MONOMER,aspartase,STM4326,CCI-CYTOSOL-GN
STM1131-MONOMER,putative outer membrane protein,STM1131,CCI-OUTER-MEM-GN
STM1648-MONOMER,heat shock protein hslJ,STM1648,
STM1508-MONOMER,D-mannonate oxidoreductase,STM1508,
STM0224-MONOMER,outer membrane protein assembly factor,STM0224,CCI-OUTER-MEM-GN
STM0085-MONOMER,glutathione-regulated potassium-efflux system ancillary protein,STM0085,CCI-PM-BAC-NEG-GN
STM2780-MONOMER,effector protein,STM2780,CCI-EXTRACELLULAR-GN // CCO-MEMBRANE
STM4190-MONOMER,dipeptidase E,STM4190,CCI-CYTOSOL-GN
STM2399-MONOMER,phosphoglycerate transporter PgtP,STM2399,CCI-PM-BAC-NEG-GN
STM4563-MONOMER,patatin family protein,STM4563,
STM3160-MONOMER,putative inner membrane protein,STM3160,
STM1879-MONOMER,oligopeptidase B,STM1879,CCI-CYTOSOL-GN
STM3539-MONOMER,aspartate-semialdehyde dehydrogenase,STM3539,CCI-CYTOSOL-GN
STM0465-MONOMER,Glycoprotein/polysaccharide metabolism,STM0465,
STM0879-MONOMER,putrescine ABC transporter permease,STM0879,CCI-PM-BAC-NEG-GN
STM2258-MONOMER,ferredoxin-type protein,STM2258,CCI-PM-BAC-NEG-GN
STM3918-MONOMER,undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase,STM3918,CCI-CW-BAC-NEG-GN // CCI-PM-BAC-NEG-GN
STM3018-MONOMER,pectin-degrading enzyme,STM3018,CCI-CYTOSOL-GN
STM1259-MONOMER,peptide ABC transporter ATP-binding protein,STM1259,
STM2635-MONOMER,Gifsy-1 prophage protein,STM2635,
STM4310-MONOMER,putative inner membrane protein,STM4310,CCI-PM-BAC-NEG-GN
STM0730-MONOMER,citrate (Si)-synthase,STM0730,CCI-CYTOSOL-GN
STM1632-MONOMER,cyanate transporter,STM1632,CCI-CYTOSOL-GN // CCO-MEMBRANE
STM3400-MONOMER,putative periplasmic protein,STM3400,
STM0208-MONOMER,dGTPase,STM0208,
STM3770-MONOMER,PTS sorbose transporter subunit IIC,STM3770,CCI-PM-BAC-NEG-GN
STM2013-MONOMER,FMN/FAD transporter,STM2013,CCI-PM-BAC-NEG-GN
STM1114-MONOMER,protein-disulfide reductase,STM1114,CCI-PM-BAC-NEG-GN
STM2382-MONOMER,hypothetical protein,STM2382,CCI-PM-BAC-NEG-GN
STM1492-MONOMER,choline ABC transporter permease,STM1492,CCI-PM-BAC-NEG-GN
STM3144-MONOMER,hydrogenase maturation nickel metallochaperone,STM3144,
STM0069-MONOMER,phenylacetic acid degradation protein,STM0069,
STM3522-MONOMER,transcriptional regulator,STM3522,
STM4170-MONOMER,DNA-binding protein,STM4170,CCI-CYTOSOL-GN
STM2767-MONOMER,DNA helicase,STM2767,CCI-CYTOSOL-GN
STM4544-MONOMER,primosomal protein,STM4544,
STM0863-MONOMER,serine-type D-Ala-D-Ala carboxypeptidase,STM0863,
STM1864-MONOMER,disulfide bond formation protein B,STM1864,CCI-PM-BAC-NEG-GN
STM3900-MONOMER,ilvG operon leader peptide,STM3900,
STM0449-MONOMER,ATP-dependent protease ATP-binding subunit,STM0449,
STM1240-MONOMER,lipoprotein,STM1240,CCI-PM-BAC-NEG-GN
STM2242-MONOMER,putative tail fiber protein of phage,STM2242,
STM4294-MONOMER,arginine:agmatine antiporter,STM4294,CCI-PM-BAC-NEG-GN
STM3002-MONOMER,prolipoprotein diacylglyceryl transferase,STM3002,CCI-PM-BAC-NEG-GN
STM1616-MONOMER,PTS sugar transporter subunit IIA,STM1616,
STM2619-MONOMER,Gifsy-1 prophage protein,STM2619,
STM0192-MONOMER,iron-hydroxamate transporter ATP-binding subunit,STM0192,
STM0714-MONOMER,5-oxoprolinase subunit A,STM0714,
STM1992-MONOMER,DNA (cytosine-5-)-methyltransferase,STM1992,
STM3378-MONOMER,sulfoxide reductase heme-binding subunit,STM3378,CCI-PM-BAC-NEG-GN
STM2366-MONOMER,acetyl-CoA carboxylase carboxyl transferase subunit beta,STM2366,CCI-CYTOSOL-GN
STM3754-MONOMER,putative cytoplasmic protein,STM3754,
STM3128-MONOMER,FAD-dependent oxidoreductase,STM3128,CCI-CYTOSOL-GN
STM1098-MONOMER,"4-hydroxyphenylacetate 3-monooxygenase, reductase component",STM1098,
STM2751-MONOMER,PTS sorbitol transporter,STM2751,CCI-CYTOSOL-GN
STM1476-MONOMER,putative inner membrane protein,STM1476,CCO-MEMBRANE
STM0846-MONOMER,molybdopterin biosynthesis protein,STM0846,CCI-CYTOSOL-GN
STM0053-MONOMER,histidine kinase,STM0053,CCI-PM-BAC-NEG-GN
STM3508-MONOMER,putative cytoplasmic protein,STM3508,
STM4154-MONOMER,DNA-directed RNA polymerase subunit beta',STM4154,
STM3876-MONOMER,transcriptional regulator,STM3876,
STM4528-MONOMER,putative inner membrane protein,STM4528,
STM1224-MONOMER,effector protein,STM1224,CCI-EXTRACELLULAR-GN // CCO-MEMBRANE
STM1848-MONOMER,putative inner membrane protein,STM1848,CCI-PM-BAC-NEG-GN
STM1600-MONOMER,putative inner membrane protein,STM1600,
STM0434-MONOMER,2-dehydropantoate 2-reductase,STM0434,CCI-CYTOSOL-GN
STM0176-MONOMER,long polar fimbrial chaperone,STM0176,CCI-PERI-BAC-GN
STM2225-MONOMER,putative inner membrane protein,STM2225,CCO-MEMBRANE
STM4281-MONOMER,nitrite reductase,STM4281,CCO-MEMBRANE
STM2984-MONOMER,cysteine sulfinate desulfinase,STM2984,CCI-CYTOSOL-GN
STM1974-MONOMER,flagellar hook-length control protein,STM1974,CCO-CELL-PROJECTION
STM2602-MONOMER,Gifsy-1 prophage protein,STM2602,
STM2350-MONOMER,TIGR01777 family protein,STM2350,
STM0698-MONOMER,"phosphoglucomutase, alpha-D-glucose phosphate-specific",STM0698,CCI-CYTOSOL-GN
STM3111-MONOMER,oxidative damage protection protein,STM3111,CCI-CYTOSOL-GN
STM3362-MONOMER,putative periplasmic protein,STM3362,
STM2735-MONOMER,Fels-2 prophage protein,STM2735,
STM3737-MONOMER,putative Zn-dependent hydrolase,STM3737,
STM0830-MONOMER,glutamine ABC transporter substrate-binding protein,STM0830,CCI-PERI-BAC-GN // CCO-MEMBRANE
STM1081-MONOMER,kinase inhibitor,STM1081,
STM3492-MONOMER,DNA utilization protein,STM3492,
STM1457-MONOMER,electron transport complex subunit,STM1457,CCI-PM-BAC-NEG-GN
STM3860-MONOMER,SgrR family transcriptional regulator,STM3860,CCI-PERI-BAC-GN
STM0037-MONOMER,putative cytoplasmic protein,STM0037,
STM0597-MONOMER,enterobactin synthase component B,STM0597,CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN
STM1208-MONOMER,thiamine kinase,STM1208,
STM4127-MONOMER,DNA-binding transcriptional regulator,STM4127,
STM1584-MONOMER,amino acid permease,STM1584,CCI-PM-BAC-NEG-GN
STM4512-MONOMER,beta-aspartyl-peptidase,STM4512,CCI-CYTOSOL-GN
STM0160-MONOMER,UPF0231 family protein,STM0160,
STM1832-MONOMER,mannose-specific enzyme IID,STM1832,CCI-PM-BAC-NEG-GN
STM0588-MONOMER,apo-serine activating enzyme,STM0588,CCI-CYTOSOL-GN
STM4265-MONOMER,AraC family transcriptional regulator,STM4265,CCI-CYTOSOL-GN
STM0417-MONOMER,"6,7-dimethyl-8-ribityllumazine synthase",STM0417,CCI-CYTOSOL-GN
STM1958-MONOMER,lysine-N-methylase,STM1958,
STM2208-MONOMER,putative inner membrane protein,STM2208,CCO-MEMBRANE
STM2334-MONOMER,putative phosphatase,STM2334,
STM2967-MONOMER,SecY-interacting protein,STM2967,CCI-PM-BAC-NEG-GN
STM3095-MONOMER,glutathione synthase,STM3095,CCI-CYTOSOL-GN
STM2586-MONOMER,Gifsy-1 prophage protein,STM2586,
STM2718-MONOMER,Fels-2 prophage protein,STM2718,
